_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_figure_correspond_to_the_category,does_the_figure_correspond_to_the_category:confidence,class,does_the_figure_correspond_to_the_category_gold,image_url
660802041,FALSE,finalized,2,1/27/15 15:02,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1472-6750-9-101-4-6.jpg
660802042,FALSE,finalized,2,1/27/15 14:24,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1741-7007-8-14-2-6.jpg
660802043,FALSE,finalized,2,1/27/15 15:58,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2288-10-28-1-11.jpg
660802044,FALSE,finalized,2,1/27/15 17:00,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-5-118-9-3.jpg
660802045,FALSE,finalized,2,1/27/15 13:39,"Yes, perfect classification",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1475-2867-7-8-1-4.jpg
660802046,FALSE,finalized,2,1/27/15 15:57,"Yes, perfect classification",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1752-1947-5-204-1-2.jpg
660802047,FALSE,finalized,3,1/27/15 15:28,"Yes, perfect classification",0.6778,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/gb-2010-11-3-r32-6-1.jpg
660802048,FALSE,finalized,3,1/27/15 16:12,"Yes, perfect classification",0.6595,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2407-8-247-1-2.jpg
660802049,FALSE,finalized,2,1/27/15 15:26,"No, wrong category",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1471-2156-10-72-2-2.jpg
660802050,FALSE,finalized,2,1/27/15 13:37,"Yes, perfect classification",1,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1472-6882-10-45-3-4.jpg
660802051,FALSE,finalized,2,1/27/15 13:13,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2407-9-80-2-1.jpg
660802052,FALSE,finalized,2,1/27/15 12:40,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2202-11-31-4-5.jpg
660802053,FALSE,finalized,3,1/27/15 12:56,"Yes, perfect classification",0.6667,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1471-2407-7-169-1-8.jpg
660802054,FALSE,finalized,2,1/27/15 16:42,"Yes, perfect classification",1,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1742-2094-6-27-1-10.jpg
660802055,FALSE,finalized,2,1/27/15 15:01,"Yes, perfect classification",1,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/1471-2148-11-125-3-8.jpg
660802056,FALSE,finalized,3,1/27/15 14:06,Compound image,0.3522,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-12-267-3-4.jpg
660802057,FALSE,finalized,3,1/27/15 17:14,"No, wrong category",0.6577,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2148-10-178-6-6.jpg
660802058,FALSE,finalized,3,1/27/15 13:42,"No, wrong category",0.6753,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2164-5-12-2-1.jpg
660802059,FALSE,finalized,2,1/27/15 13:43,"No, wrong category",1,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/1471-2199-11-59-2-2.jpg
660802060,FALSE,finalized,3,1/27/15 16:31,"No, wrong category",0.6726,[DMEL] Electron microscopy,,http://fast.hevs.ch/images/subfigures/1465-9921-12-115-2-1.jpg
660802061,FALSE,finalized,2,1/27/15 13:26,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2164-5-13-4-14.jpg
660802062,FALSE,finalized,3,1/27/15 14:38,"No, wrong category",0.6569,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1476-4598-9-205-5-4.jpg
660802063,FALSE,finalized,2,1/27/15 16:00,"No, wrong category",1,[GCHE] Chemical structure,,http://fast.hevs.ch/images/subfigures/1755-8166-1-21-4-8.jpg
660802064,FALSE,finalized,3,1/27/15 15:48,"No, wrong category",0.7017,[GSCR] Screenshots,,http://fast.hevs.ch/images/subfigures/1471-2105-7-466-2-2.jpg
660802065,FALSE,finalized,3,1/27/15 15:15,"Yes, perfect classification",0.626,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1742-2094-6-37-4-2.jpg
660802066,FALSE,finalized,2,1/27/15 16:38,"No, wrong category",1,[DRAN] Angiography,,http://fast.hevs.ch/images/subfigures/1471-2474-12-235-1-3.jpg
660802067,FALSE,finalized,2,1/27/15 16:27,"Yes, perfect classification",1,[GGEN] Gene sequence,,http://fast.hevs.ch/images/subfigures/1471-2164-11-498-5-1.jpg
660802068,FALSE,finalized,2,1/27/15 13:45,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2180-10-248-1-9.jpg
660802069,FALSE,finalized,3,1/27/15 15:33,"Yes, perfect classification",0.6693,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2229-9-58-1-2.jpg
660802070,FALSE,finalized,2,1/27/15 12:57,"Yes, perfect classification",1,[DMTR] Transmission microscopy,,http://fast.hevs.ch/images/subfigures/1471-2180-3-9-8-7.jpg
660802071,FALSE,finalized,2,1/27/15 15:37,"Yes, perfect classification",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2199-6-9-1-4.jpg
660802072,FALSE,finalized,2,1/27/15 15:05,"No, wrong category",1,[GNCP] Non-clinical photos,,http://fast.hevs.ch/images/subfigures/1471-2180-11-38-4-4.jpg
660802073,FALSE,finalized,2,1/27/15 16:54,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2105-5-166-7-4.jpg
660802074,FALSE,finalized,2,1/27/15 15:50,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-5-5-4-4.jpg
660802075,FALSE,finalized,3,1/27/15 16:47,"No, wrong category",0.6592,"[DVDM] Dermatology, skin",,http://fast.hevs.ch/images/subfigures/1471-2202-12-6-11-7.jpg
660802076,FALSE,finalized,3,1/27/15 16:08,"No, wrong category",1,[DMTR] Transmission microscopy,,http://fast.hevs.ch/images/subfigures/1742-2094-7-81-3-4.jpg
660802077,FALSE,finalized,3,1/27/15 13:26,"No, wrong category",0.7259,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1472-6807-10-21-1-4.jpg
660802078,FALSE,finalized,2,1/27/15 15:47,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1476-4598-6-57-3-1.jpg
660802079,FALSE,finalized,2,1/27/15 13:43,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-5-30-6-4.jpg
660802080,FALSE,finalized,2,1/27/15 14:33,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1476-4598-6-22-3-3.jpg
660802081,FALSE,finalized,2,1/27/15 14:16,"No, wrong category",1,[DRUS] Ultrasound,,http://fast.hevs.ch/images/subfigures/1749-8104-5-24-9-2.jpg
660802082,FALSE,finalized,2,1/27/15 16:02,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2091-6-30-8-9.jpg
660802083,FALSE,finalized,2,1/27/15 17:08,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1472-6750-9-101-4-1.jpg
660802084,FALSE,finalized,2,1/27/15 14:13,"Yes, perfect classification",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1465-9921-7-122-1-2.jpg
660802085,FALSE,finalized,2,1/27/15 13:15,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2164-8-260-2-3.jpg
660802086,FALSE,finalized,2,1/27/15 14:04,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1742-2094-8-130-8-2.jpg
660802087,FALSE,finalized,2,1/27/15 13:57,"No, wrong category",1,[DMTR] Transmission microscopy,,http://fast.hevs.ch/images/subfigures/1465-9921-6-83-5-3.jpg
660802088,FALSE,finalized,3,1/27/15 15:30,"No, wrong category",0.7223,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1476-4598-9-86-3-1.jpg
660802089,FALSE,finalized,2,1/27/15 13:46,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1472-6750-9-101-9-2.jpg
660802090,FALSE,finalized,2,1/27/15 14:27,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1752-0509-3-113-1-12.jpg
660802091,FALSE,finalized,2,1/27/15 16:27,"No, wrong category",1,[DRUS] Ultrasound,,http://fast.hevs.ch/images/subfigures/1749-8104-4-9-4-4.jpg
660802092,FALSE,finalized,2,1/27/15 13:11,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/gb-2007-8-6-r117-3-4.jpg
660802093,FALSE,finalized,3,1/27/15 17:30,"Yes, perfect classification",0.6556,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1471-2121-10-83-4-1.jpg
660802094,FALSE,finalized,2,1/27/15 13:45,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1472-6807-11-18-2-3.jpg
660802095,FALSE,finalized,2,1/27/15 15:48,"No, wrong category",1,[DRUS] Ultrasound,,http://fast.hevs.ch/images/subfigures/1472-6807-8-38-6-1.jpg
660802096,FALSE,finalized,2,1/27/15 13:07,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1746-160X-5-14-8-1.jpg
660802097,FALSE,finalized,2,1/27/15 15:43,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1742-2094-7-81-3-1.jpg
660802098,FALSE,finalized,3,1/27/15 14:53,"No, wrong category",0.6511,[DMTR] Transmission microscopy,,http://fast.hevs.ch/images/subfigures/1471-2202-11-33-4-5.jpg
660802099,FALSE,finalized,3,1/27/15 16:00,"Yes, perfect classification",0.6559,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1472-6750-7-37-2-3.jpg
660802100,FALSE,finalized,2,1/27/15 12:26,"No, wrong category",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1471-2229-9-83-3-1.jpg
660802101,FALSE,finalized,2,1/27/15 13:38,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1475-2840-8-56-1-11.jpg
660802102,FALSE,finalized,3,1/27/15 13:42,Compound image,0.6696,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2202-4-22-2-11.jpg
660802103,FALSE,finalized,2,1/27/15 13:17,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1741-7007-7-31-1-3.jpg
660802104,FALSE,finalized,2,1/27/15 13:25,"No, wrong category",1,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1471-2180-10-26-7-2.jpg
660802105,FALSE,finalized,3,1/27/15 14:20,"Yes, perfect classification",0.6739,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/gb-2009-10-5-r50-1-1.jpg
660802106,FALSE,finalized,2,1/27/15 14:53,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-12-267-3-2.jpg
660802107,FALSE,finalized,3,1/27/15 15:41,"No, wrong category",0.6583,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2164-8-53-1-24.jpg
660802108,FALSE,finalized,2,1/27/15 14:49,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1742-4690-5-31-4-3.jpg
660802109,FALSE,finalized,2,1/27/15 15:25,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/gb-2007-8-12-r257-2-4.jpg
660802110,FALSE,finalized,3,1/27/15 14:39,"Yes, perfect classification",0.6654,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1475-2859-3-16-8-1.jpg
660802111,FALSE,finalized,2,1/27/15 14:43,"No, wrong category",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1475-2867-9-7-9-3.jpg
660802112,FALSE,finalized,2,1/27/15 15:42,"No, wrong category",1,"[DVDM] Dermatology, skin",,http://fast.hevs.ch/images/subfigures/1471-2202-12-6-10-7.jpg
660802113,FALSE,finalized,3,1/27/15 15:25,"No, wrong category",0.6642,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1471-213X-7-69-2-18.jpg
660802114,FALSE,finalized,3,1/27/15 15:41,"Yes, perfect classification",0.3596,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1742-4690-4-14-3-2.jpg
660802115,FALSE,finalized,2,1/27/15 13:24,"Yes, perfect classification",1,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1471-213X-6-42-10-3.jpg
660802116,FALSE,finalized,3,1/27/15 14:21,"No, wrong category",0.6666,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1532-429X-13-28-1-3.jpg
660802117,FALSE,finalized,2,1/27/15 16:02,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-9-204-3-4.jpg
660802118,FALSE,finalized,3,1/27/15 13:32,"No, wrong category",0.6773,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2172-8-24-1-5.jpg
660802119,FALSE,finalized,3,1/27/15 16:14,"Yes, perfect classification",0.6559,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1472-6750-10-12-2-2.jpg
660802120,FALSE,finalized,2,1/27/15 15:04,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1742-2094-8-110-1-2.jpg
660802121,FALSE,finalized,2,1/27/15 14:40,"No, wrong category",1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2105-12-267-2-2.jpg
660802122,FALSE,finalized,3,1/27/15 14:55,"Yes, perfect classification",0.6853,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1743-422X-3-91-4-3.jpg
660802123,FALSE,finalized,2,1/27/15 16:30,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2121-8-14-1-4.jpg
660802124,FALSE,finalized,3,1/27/15 16:00,"Yes, perfect classification",0.6723,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1477-7819-8-29-3-6.jpg
660802125,FALSE,finalized,2,1/27/15 13:02,"No, wrong category",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1472-6807-5-3-7-2.jpg
660802126,FALSE,finalized,2,1/27/15 15:46,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1743-0003-5-30-2-3.jpg
660802127,FALSE,finalized,3,1/27/15 17:02,"Yes, perfect classification",0.642,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1471-2121-11-1-7-4.jpg
660802128,FALSE,finalized,2,1/27/15 15:34,"No, wrong category",1,[GGEN] Gene sequence,,http://fast.hevs.ch/images/subfigures/gb-2006-7-5-r36-5-1.jpg
660802129,FALSE,finalized,2,1/27/15 16:59,"No, wrong category",1,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1752-153X-2-1-9-4.jpg
660802130,FALSE,finalized,2,1/27/15 16:19,"No, wrong category",1,[DMTR] Transmission microscopy,,http://fast.hevs.ch/images/subfigures/gb-2007-8-3-r30-2-2.jpg
660802131,FALSE,finalized,3,1/27/15 16:07,"No, wrong category",0.6663,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-213X-7-105-6-3.jpg
660802132,FALSE,finalized,2,1/27/15 16:45,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1743-8977-6-19-2-8.jpg
660802133,FALSE,finalized,2,1/27/15 16:36,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1746-4811-6-27-4-1.jpg
660802134,FALSE,finalized,3,1/27/15 14:28,"No, wrong category",0.6315,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1472-6807-7-50-5-12.jpg
660802135,FALSE,finalized,2,1/27/15 12:34,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2202-8-59-4-19.jpg
660802136,FALSE,finalized,3,1/27/15 14:48,"No, wrong category",0.6739,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2164-12-434-4-4.jpg
660802137,FALSE,finalized,2,1/27/15 12:49,"Yes, perfect classification",1,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1749-799X-5-36-2-1.jpg
660802138,FALSE,finalized,3,1/27/15 13:40,Compound image,0.6866,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1475-2840-8-56-3-1.jpg
660802139,FALSE,finalized,2,1/27/15 15:45,"No, wrong category",1,"[DVDM] Dermatology, skin",,http://fast.hevs.ch/images/subfigures/cc7888-4-4.jpg
660802140,FALSE,finalized,2,1/27/15 16:03,Compound image,1,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2172-12-7-5-6.jpg
660802141,FALSE,finalized,2,1/27/15 14:33,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1742-6405-1-2-7-4.jpg
660802142,FALSE,finalized,2,1/27/15 14:55,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1476-072X-8-52-4-2.jpg
660802143,FALSE,finalized,2,1/27/15 14:54,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2105-12-373-4-1.jpg
660802144,FALSE,finalized,2,1/27/15 14:16,"Yes, perfect classification",1,[GGEN] Gene sequence,,http://fast.hevs.ch/images/subfigures/1471-2148-7-166-4-6.jpg
660802145,FALSE,finalized,3,1/27/15 16:07,"Yes, perfect classification",0.6481,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1477-7819-9-104-2-9.jpg
660802146,FALSE,finalized,2,1/27/15 15:54,"No, wrong category",1,[GCHE] Chemical structure,,http://fast.hevs.ch/images/subfigures/1471-213X-6-46-4-1.jpg
660802147,FALSE,finalized,2,1/27/15 16:37,"No, wrong category",1,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1743-422X-6-100-4-3.jpg
660802148,FALSE,finalized,3,1/27/15 15:43,"Yes, perfect classification",0.6951,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1471-213X-10-51-3-5.jpg
660802149,FALSE,finalized,3,1/27/15 14:45,"Yes, perfect classification",0.6724,[GNCP] Non-clinical photos,,http://fast.hevs.ch/images/subfigures/1759-4499-3-1-1-2.jpg
660802150,FALSE,finalized,2,1/27/15 12:44,"No, wrong category",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1746-6148-4-10-2-6.jpg
660802151,FALSE,finalized,2,1/27/15 15:00,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/bcr2788-4-1.jpg
660802152,FALSE,finalized,2,1/27/15 16:42,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2342-5-5-13-4.jpg
660802153,FALSE,finalized,3,1/27/15 17:30,"No, wrong category",1,[GHDR] Hand-drawn sketches,,http://fast.hevs.ch/images/subfigures/1477-7819-5-131-1-4.jpg
660802154,FALSE,finalized,3,1/27/15 15:33,"No, wrong category",0.6866,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1752-0509-5-85-2-3.jpg
660802155,FALSE,finalized,2,1/27/15 14:43,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2148-4-29-2-3.jpg
660802156,FALSE,finalized,2,1/27/15 12:51,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1755-8794-2-57-3-4.jpg
660802157,FALSE,finalized,2,1/27/15 15:00,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1743-0003-7-18-4-5.jpg
660802158,FALSE,finalized,3,1/27/15 13:43,"Yes, perfect classification",1,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1744-8069-7-76-3-6.jpg
660802159,FALSE,finalized,3,1/27/15 15:15,"No, wrong category",0.6772,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2202-8-60-7-4.jpg
660802160,FALSE,finalized,2,1/27/15 16:39,"No, wrong category",1,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1471-213X-9-32-11-4.jpg
660802161,FALSE,finalized,2,1/27/15 12:40,"No, wrong category",1,[DRCO] Combined modalities in one image,,http://fast.hevs.ch/images/subfigures/1742-9994-5-14-2-3.jpg
660802162,FALSE,finalized,3,1/27/15 13:19,"Yes, perfect classification",0.6681,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2202-9-47-4-4.jpg
660802163,FALSE,finalized,2,1/27/15 15:35,"No, wrong category",1,[GFLO] Flowcharts,,http://fast.hevs.ch/images/subfigures/1471-2148-10-294-2-2.jpg
660802164,FALSE,finalized,2,1/27/15 14:54,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2318-9-56-2-6.jpg
660802165,FALSE,finalized,2,1/27/15 13:35,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1742-4690-6-112-4-7.jpg
660802166,FALSE,finalized,3,1/27/15 14:31,"No, wrong category",0.6801,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1750-1326-5-51-3-7.jpg
660802167,FALSE,finalized,2,1/27/15 14:56,"No, wrong category",1,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1471-2121-11-41-4-6.jpg
660802168,FALSE,finalized,3,1/27/15 15:09,"No, wrong category",0.7004,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1471-2148-10-246-3-2.jpg
660802169,FALSE,finalized,3,1/27/15 15:28,"Yes, perfect classification",0.6621,[DRMR] Magnetic Resonance,,http://fast.hevs.ch/images/subfigures/1475-2840-9-91-1-1.jpg
660802170,FALSE,finalized,3,1/27/15 15:16,"No, wrong category",0.6374,[DRCT] Computerized Tomography,,http://fast.hevs.ch/images/subfigures/1471-2202-8-46-1-3.jpg
660802171,FALSE,finalized,2,1/27/15 16:08,"No, wrong category",1,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1471-2202-11-116-4-3.jpg
660802172,FALSE,finalized,3,1/27/15 14:59,"Yes, perfect classification",0.654,[DRUS] Ultrasound,,http://fast.hevs.ch/images/subfigures/1471-213X-7-42-4-15.jpg
660802173,FALSE,finalized,2,1/27/15 14:32,"No, wrong category",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/gb-2009-10-5-r48-5-9.jpg
660802174,FALSE,finalized,3,1/27/15 13:35,"Yes, perfect classification",0.6814,[DMLI] Light microscopy,,http://fast.hevs.ch/images/subfigures/1752-1947-3-136-2-1.jpg
660802175,FALSE,finalized,2,1/27/15 15:26,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1749-8104-4-18-7-10.jpg
660802176,FALSE,finalized,2,1/27/15 14:24,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/gb-2009-10-9-r96-5-4.jpg
660802177,FALSE,finalized,2,1/27/15 12:59,"No, wrong category",1,[GSYS] System overviews,,http://fast.hevs.ch/images/subfigures/1743-8977-6-19-2-1.jpg
660802178,FALSE,finalized,2,1/27/15 12:58,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1465-9921-6-92-6-7.jpg
660802179,FALSE,finalized,3,1/27/15 14:53,"Yes, perfect classification",0.672,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/1742-2094-7-90-6-9.jpg
660802180,FALSE,finalized,2,1/27/15 15:58,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2164-10-594-7-1.jpg
660802181,FALSE,finalized,3,1/27/15 17:02,"No, wrong category",0.3526,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1475-2875-9-162-2-12.jpg
660802182,FALSE,finalized,3,1/27/15 13:12,"No, wrong category",0.6937,[GTAB] Tables and forms,,http://fast.hevs.ch/images/subfigures/1471-2105-7-261-3-1.jpg
660802183,FALSE,finalized,2,1/27/15 14:16,"No, wrong category",1,[DRAN] Angiography,,http://fast.hevs.ch/images/subfigures/1479-5876-8-61-8-2.jpg
660802184,FALSE,finalized,2,1/27/15 15:20,"No, wrong category",1,[DRCO] Combined modalities in one image,,http://fast.hevs.ch/images/subfigures/1471-213X-7-42-4-5.jpg
660802185,FALSE,finalized,2,1/27/15 14:39,"Yes, perfect classification",1,"[GFIG] Statistical figures, graphs, charts",,http://fast.hevs.ch/images/subfigures/1471-2415-6-1-2-6.jpg
660802186,FALSE,finalized,3,1/27/15 16:17,"Yes, perfect classification",0.6651,"[DVDM] Dermatology, skin",,http://fast.hevs.ch/images/subfigures/1477-7819-7-84-2-1.jpg
660802187,FALSE,finalized,3,1/27/15 16:37,"No, wrong category",0.6786,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1471-213X-1-8-3-8.jpg
660802188,FALSE,finalized,2,1/27/15 14:32,"Yes, perfect classification",1,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1742-4690-3-83-5-7.jpg
660802189,FALSE,finalized,2,1/27/15 13:17,"Yes, perfect classification",1,[DVOR] Other organs,,http://fast.hevs.ch/images/subfigures/1749-8090-4-45-1-3.jpg
660802190,FALSE,finalized,3,1/27/15 15:03,"Yes, perfect classification",0.6692,"[DRXR] X-Ray, 2D Radiography",,http://fast.hevs.ch/images/subfigures/1752-1947-4-364-3-1.jpg
660802191,FALSE,finalized,3,1/27/15 13:03,"Yes, perfect classification",0.6745,"[GGEL] Chromatography, Gel",,http://fast.hevs.ch/images/subfigures/gb-2007-8-3-r30-2-3.jpg
660802192,FALSE,finalized,2,1/27/15 13:52,"Yes, perfect classification",1,[DMFL] Fluorescence microscopy,,http://fast.hevs.ch/images/subfigures/1750-1326-1-9-4-7.jpg
