reviews_count,postal_code,general_info,category,locality,breadcrumbs,average_rating,latitude,email,website,years_in_business,full_address,phone,payment_mode,price_range,geo,gallery,name,url,country,region,longitude,scraped_at,opening_hours,aka,street_address
1,91205,,Optical Goods/Artificial Eyes/Contact Lenses/Optical Goods/Artificial Eyes/Contact Lenses/Eyeglasses/Lenses/Optometric Clinics/Optometrists/Optometrists-OD-Pediatric Optometry/Optometry Equipment & Supplies/Sunglasses/Sunglasses-Wholesale & Manufacturers,Glendale,Home/CA/Glendale/Optical Goods/Modern Optometry,5,34.14239,modopt@gmail.com,http://modernoptometry.net,,"PostalAddress, US, 1104 E Colorado St, Glendale, CA, 91205",(818) 500-8008,"cash, debit, all major credit cards",,latitude: 34.14239 | longitude: -118.24144,https://i3.ypcdn.com/blob/082b060e72869788bd6df58738332ddc1e419a77_400x260_crop.jpg~https://i4.ypcdn.com/blob/52a0d240d0d639893e3a91199cbf58ebc585b2d1_240x170_crop.jpg~https://i2.ypcdn.com/blob/cf0c91b3d0b47e7737b64d4baa92242df3714fff_115x80_crop.jpg~https://i2.ypcdn.com/blob/51a3e114c4a6ebe66fbbebce6062c712e1f9158a_115x80_crop.jpg,Modern Optometry,https://www.yellowpages.com/glendale-ca/mip/modern-optometry-13257275,US,CA,-118.24144,2021-11-20 04:02:10,Mo-Fr 09:00-18:00 | Sa 10:00-14:00,,1104 E Colorado St
,80229,"Bright Eyes Vision performs eye exams and provides glasses for patients of all ages. We believe good vision care begins early and have a special interest in caring for children. Our office is conveniently located in Thornton, CO, to serve the north Denver metro area. Our experienced doctors carefully examine every patient to test visual skills. When necessary we prescribe vision therapy, glasses, lenses or medication to help you see better. We offer: Comprehensive eye exams Adult vision care Child eye care Glasses Contacts We are happy to accept many vision plans. Please ask about promotional pricing for patients with limited or no insurance. Se habla espanol. Call Bright Eyes Vision today to schedule an appointment.",Optometrists/Contact Lenses/Eyeglasses/Optometrists/Contact Lenses/Eyeglasses/Medical Equipment & Supplies/Optical Goods/Opticians/Optometry Equipment & Supplies,Thornton,Home/CO/Thornton/Optometrists/Bright Eyes Vision Clinic,,39.86938,stella@brighteyesvision.com,http://www.brighteyesvision.com,6.0,"PostalAddress, US, 550 Thornton Pkwy, Thornton, CO, 80229",(303) 848-2596,"visa, cash, check, master card",,latitude: 39.86938 | longitude: -104.97972,https://i3.ypcdn.com/blob/2726d91c3e3ce586ee88c9a6eaf945feab05b89c_400x260_crop.jpg~https://i2.ypcdn.com/blob/402945645bfbe84ba515249ebd9480266671a4f8_240x170_crop.jpg~https://i4.ypcdn.com/blob/188f557889494a44732c5158a7ecac798a4a6d44_115x80_crop.jpg~https://i4.ypcdn.com/blob/8ae583b469dc67f76a62beecc7cfbc13683ab58c_115x80_crop.jpg,Bright Eyes Vision Clinic,https://www.yellowpages.com/thornton-co/mip/bright-eyes-vision-clinic-474983904?lid=1001387160090,US,CO,-104.97972,2021-11-20 04:02:15,Mo-Fr 08:00-17:00,,550 Thornton Pkwy
,43219,"Pearle Vision is proud to be once again recognized, as the 2022 Women’s Choice Award winner as their Best Eye Care Retailer. Caring for you and your eyes since 1961, the eye care experts at your Pearle Vision in Columbus provide genuine eye care to you with eye exams, state-of-the-art lenses, and a wide variety of designer frame brands. Always count on clear answers and personal attention. Our commitment will still be going strong long after you leave with your new pair of glasses or updated lenses. We welcome your current prescription, and work with all major health and vision plans including EyeMed, VSP and UnitedHealthcare. Many of our locations are now EyeMed PLUS Providers. Check with your EyeCare Center to see which insurance plans are accepted. Eye exams available at the independent doctor of optometry at or next to Pearle Vision. Doctors in some states are employed by Pearle Vision.",Optical Goods/Eyeglasses/Optometrists/Optical Goods/Eyeglasses/Optometrists,Columbus,Home/OH/Columbus/Optical Goods/Pearle Vision,,40.05022,Evettem@westpointoptical.com,https://www.pearlevision.com/pv-us/stores/oh/columbus/8400/?cid=Yext_8400&y_source=1_MTE2MTEyMy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,60.0,"PostalAddress, US, 3948 Morse Xing, Columbus, OH, 43219",(614) 475-6512,"master card, visa, discover, cash, check",,latitude: 40.05022 | longitude: -82.91947,https://i1.ypcdn.com/blob/da72f830933ee65718d237505b2cc7c97deb19bb_400x260_crop.jpg,Pearle Vision,https://www.yellowpages.com/columbus-oh/mip/pearle-vision-14448207,US,OH,-82.91947,2021-11-20 04:03:22,Mo-Tu 09:00-17:00 | Th 13:00-18:00 | Fr 09:00-17:00 | Sa 09:00-16:00,,3948 Morse Xing
,77038,,Massage Therapists/Health & Fitness Program Consultants/Massage Therapists/Health & Fitness Program Consultants/Physical Therapists,Houston,Home/TX/Houston/Massage Services/Massage Therapists/Abreak-Thru-Energy Massage,,29.93484,training@greenesenergy.com,,28.0,"PostalAddress, US, 202 Plaza Verde Dr, Houston, TX, 77038",(281) 447-8310,,,latitude: 29.93484 | longitude: -95.41646,https://i4.ypcdn.com/blob/ab9cbf78327f7a742c364f9d7ef547adf6f8c801_400x260_crop.jpg,Abreak-Thru-Energy Massage,https://www.yellowpages.com/houston-tx/mip/abreak-thru-energy-massage-458113609,US,TX,-95.41646,2021-11-20 04:03:47,Mo-Fr 09:00-17:00,,202 Plaza Verde Dr
,78238,"and comprehensive eye care goes beyond a prescription for glasses or contact lenses. The eye doctors at Texas State Optical in San Antonio believe in looking at the big picture when it comes to your eye health, so we take the time to get to know you, your eye care history and your vision needs.  At Texas State Optical in San Antonio we combine the latest technology and years of experience to give you thorough eye examinations and fashionable, affordable eyewear. We know what you're looking for and our optometrists and eye care professionals are ready and willing to help you see and look your best. We also provide eye disease testing and treatment. Whether you have red, sore eyes or need to be tested for ocular diseases like Cataract and Glaucoma, our eye doctors can provide the vision services you need.",Optical Goods/Eyeglasses/Optometrists/Optical Goods/Optical Goods/Eyeglasses/Optometrists,San Antonio,Home/TX/San Antonio/Optical Goods/Texas State Optical,,29.46771,drcarlos_flores@yahoo.com,http://www.tsoingram.com,6.0,"PostalAddress, US, 6301 NW Loop 410 ste N18a, San Antonio, TX, 78238",(210) 681-4720,"visa, master card, amex, discover, check, cash",,latitude: 29.46771 | longitude: -98.61936,https://i2.ypcdn.com/blob/09bfbea10316c4eabb43b4a8a3e9e2b8b3eba287_400x260_crop.jpg,Texas State Optical,https://www.yellowpages.com/san-antonio-tx/mip/texas-state-optical-467749136,US,TX,-98.61936,2021-11-20 04:04:13,Mo-Sa 10:00-20:00,,6301 NW Loop 410 ste N18a
,11101,,Optical Goods/Eyeglasses/Opticians/Optical Goods/Eyeglasses/Opticians/Optometrists/Sunglasses,Long island City,Home/NY/Long island City/Optical Goods/LI.City Optical,,40.7493,li.cityoptical@yahoo.com,,,"PostalAddress, US, 11-11 44th RD, Long island City, NY, 11101",(718) 786-8888,all major credit cards,,latitude: 40.7493 | longitude: -73.94911,,LI.City Optical,https://www.yellowpages.com/long-island-city-ny/mip/li-city-optical-470452269,US,NY,-73.94911,2021-11-20 04:04:19,Mo-Fr 09:00-19:00 | Sa 09:00-18:00,,11-11 44th RD
1,43209,,Health & Fitness Program Consultants/Physical Therapists/Rehabilitation Services/Health & Fitness Program Consultants/Physical Therapists/Rehabilitation Services,Columbus,Home/OH/Columbus/Fitness Trainers/Health & Fitness Coaches/1st Choice Physical Therapy,5,39.95706,jessica@1stchoicept.us,http://choicept.org,,"PostalAddress, US, 2736 E Main St, Columbus, OH, 43209",(614) 586-1305,,,latitude: 39.95706 | longitude: -82.92554,,1st Choice Physical Therapy,https://www.yellowpages.com/columbus-oh/mip/1st-choice-physical-therapy-4376480,US,OH,-82.92554,2021-11-20 04:04:49,Mo-Fr 08:00-18:30,,2736 E Main St
,77339,"Dr. Mark and Rhonda Anderson wish to extend a warm welcome to you. At our office, you will be able to receive many optical services including refractions, repairs, contact lenses, and custom designed lenses and clips. We use the most innovative technology to provide the best optical lenses for your vision needs. Call us today for more information!",Optometrists/Contact Lenses/Medical Equipment & Supplies/Optometrists/Contact Lenses/Medical Equipment & Supplies/Optical Goods/Opticians/Optometry Equipment & Supplies,Kingwood,Home/TX/Kingwood/Optometrists/Kingwood Family Vision Center,,30.04859,drmarkanderson@hotmail.com,http://bestisight.com,38.0,"PostalAddress, US, 25 N Main St, Kingwood, TX, 77339",(281) 361-2020,"discover, master card, visa, amex, check, debit",,latitude: 30.04859 | longitude: -95.18565,,Kingwood Family Vision Center,https://www.yellowpages.com/kingwood-tx/mip/kingwood-family-vision-center-29765076?lid=1001849622967,US,TX,-95.18565,2021-11-20 04:05:31,Mo 09:00-19:00 | Tu 09:00-17:00 | We 09:00-19:00 | Th 09:00-17:00 | Fr 09:00-19:00 | Sa 08:00-13:00,,25 N Main St
,33328,,Optical Goods/Eyeglasses/Optometrists/Optical Goods/Eyeglasses/Optometrists,Cooper City,Home/FL/Cooper City/Optical Goods/Palm Vision Center,,26.06321,eyecare@palmvisioncenter.com,http://www.palmvisioncenter.com,27.0,"PostalAddress, US, 10064 Griffin Rd, Cooper City, FL, 33328",(954) 680-9334,"master card, visa, all major credit cards, insurance",,latitude: 26.06321 | longitude: -80.28297,,Palm Vision Center,https://www.yellowpages.com/cooper-city-fl/mip/palm-vision-center-7911368,US,FL,-80.28297,2021-11-20 04:05:35,Mo 14:00-17:00 | Tu 14:00-19:00 | We 14:00-17:00 | Th 14:00-19:00 | Fr 14:00-17:00 | Sa 09:00-14:00,"Palm Vision Center, Dr. Steven M Anhalt~Palm Vision Ctr",10064 Griffin Rd
,40219,"Dr. Kevin Snipes & Associates is the local eye doctor to see for all of your eye care needs in Louisville, KY. As your local Louisville optometrist, Dr. Kevin Snipes & Associates can help diagnose, treat, and detect subtle changes in your eyes year over year. Come visit our offices at 4801 Outer Loop Louisville, KY 40219 and let us help you see and look your best. Our doctors are here to provide the professional eye care near you, to guarantee you have the clearest vision. Call today to schedule an appointment for your annual eye exam.",Optical Goods/Eyeglasses/Optometrists/Optical Goods/Eyeglasses/Optometrists,Louisville,Home/KY/Louisville/Optical Goods/Dr. Kevin Snipes & Associates,,38.14114,drsnipesandassociates0281@eyeappts.com,https://local.lenscrafters.com/eyedoctors/ky/louisville/4801-outer-loop.html?cid=yext_odLCOD0281-210003531&y_source=1_MjQwNTIwMS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,9.0,"PostalAddress, US, 4801 Outer Loop Ste D648, Louisville, KY, 40219",(502) 968-6860,"amex, discover, master card, visa, cash, check",,latitude: 38.14114 | longitude: -85.67199,https://i3.ypcdn.com/blob/a07f8e1a9b9b19b784ac4131823a780ca2f2dc24_400x260_crop.jpg~https://i1.ypcdn.com/blob/06803f958c81564122d0faa119bc8e20c90df955_240x260_crop.jpg,Dr. Kevin Snipes & Associates,https://www.yellowpages.com/louisville-ky/mip/dr-kevin-snipes-associates-464314030,US,KY,-85.67199,2021-11-20 04:05:49,Mo-Sa 11:00-18:00,,4801 Outer Loop Ste D648
,78232,"Eye-Deal Vision in San Antonio, Texas is an optometry practice with a top team of optometrists who specialize in eye care needs. With many years of combined experience, the team at Eye-Deal Vision offers a complete spectrum of quality eye care for all ages.  From pediatric to geriatric and everything in between, rest assured your vision needs will be addressed by Eye-Deal Vision. Eye-Deal Vision is your source for prescription eyeglasses, sunglasses, and contact lenses. They carry an extensive line of designer frames perfect for everyone's needs. They also work with difficult to fit contact lens patients including multifocal, rigid gas permeable (RGP), and post-surgical contact lenses. If laser surgical correction (LASIK) is desired, Eye-Deal Vision offers superior consultation and co-management to ensure the best possible outcome for their patients. Eye-Deal Vision is locally owned and known as Northwest San Antonio's premier provider for vision care. Their mission is to provide you with unique vision care, tailor made to fit your one of a kind needs. Through comprehensive examination, patient education, and incorporating the latest in emerging technology, the doctors and staff at Eye-Deal Vision will provide the most comfortable and clear vision possible. Eye-Deal Vision is also a member of Vision Source, the premier network of eye care professionals in the United States. We are dedicated to delivering the gold standard in eye health care by being more focused, innovative and caring. ""One of a kind eye care for one of a kind eyes."" Call us today.",Contact Lenses/Eyeglasses/Laser Vision Correction/Contact Lenses/Eyeglasses/Laser Vision Correction/Medical Equipment & Supplies/Optical Goods/Optometrists/Optometry Equipment & Supplies,San Antonio,Home/TX/San Antonio/Optometry Equipment/Contact Lenses/Eye-Deal Vision,,29.607590000000002,info@eye-dealvision.com,https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1637361365435.4712ea12&ADID=12234743&DEST=https%3A%2F%2Feye-dealvision.mydex.com%2FrDhhjFT4Pc8&C=Contact%20Lenses&T=San%20Antonio&S=TX&PH=(830)%20203-6581&FL=url&TL=off&position=0&PS=1&PI=1&Results=FEED_CLCK&uid=4712ea12-7363-445c-9f17-f5e0ad25360f&REF=&IP=106.51.25.3&UserAgent=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F95.0.4638.69%20Safari%2F537.36,,"PostalAddress, US, 202 N Loop 1604 W Ste 105, San Antonio, TX, 78232",(830) 203-6581,"cash, debit, discover, master card, visa",,latitude: 29.60759 | longitude: -98.49466,,Eye-Deal Vision,https://www.yellowpages.com/san-antonio-tx/mip/eye-deal-vision-557616427?lid=1002066757976,US,TX,-98.49466,2021-11-20 04:06:05,,,202 N Loop 1604 W Ste 105
1,76036,"""Putting CARE Back In Eye Care!""  Personalized eye care for all ages. Routine & Medical eye care.  Co-management for LASIK, cataract surgery, ReStor.  Cosmetic eye procedures.  Schedule online.",Optometrists/Clinics/Eyeglasses/Optometrists/Clinics/Eyeglasses/Medical Equipment & Supplies/Optical Goods/Opticians/Optometric Clinics/Optometry Equipment & Supplies,Crowley,Home/TX/Crowley/Optometrists/Seabert Eye Care,5,32.56497,info@seaberteyecare.com,http://www.seaberteyecare.com/,15.0,"PostalAddress, US, 910 S Crowley Rd, Crowley, TX, 76036",(817) 297-3736,"amex, check, debit, discover, financing available, insurance, visa, mastercard, all major credit cards",,latitude: 32.56497 | longitude: -97.35244,https://i2.ypcdn.com/blob/18985526008bfe25e8aeeb0f8c151c97af866e5d_400x260_crop.jpg~https://i4.ypcdn.com/blob/32aeb609c22f78269325793befe881f15ba49ea6_240x170_crop.jpg~https://i2.ypcdn.com/blob/b7fc62bc09ad52e78ac4e425a699caa5e9cba167_115x80_crop.jpg~https://i3.ypcdn.com/blob/656df681635084864e7a83f57defea51711c621c_115x80_crop.jpg,Seabert Eye Care,https://www.yellowpages.com/crowley-tx/mip/seabert-eye-care-6661758?lid=1001961718461,US,TX,-97.35244,2021-11-20 04:06:27,Mo 09:00-18:00 | Tu 10:00-19:00 | We-Th 09:00-18:00 | Fr 09:00-16:00 | Sa 09:00-13:00,,910 S Crowley Rd
,84129,"Standard Optical is a full service eye care clinic serving the people of Taylorsville, UT. We provide comprehensive eye exams, through which we'll update your vision prescription and check for eye conditions like cataracts, diabetic retinopathy, and glaucoma, to name a few. Our vision correction options include a wide selection of eyeglasses, contact lenses, and ophthalmic lenses. We also evaluate patients who are interested in LASIK. For reliable eye care in Taylorsville, UT, schedule an appointment at Standard Optical.",Optical Goods/Contact Lenses/Opticians/Optical Goods/Contact Lenses/Opticians/Optometrists,Taylorsville,Home/UT/Taylorsville/Optical Goods/Standard Optical - Taylorsville Eye Doctor,,40.65349,aaron@standardoptical.net,http://www.standardoptical.net,6.0,"PostalAddress, US, 3754 W 5400 S, Taylorsville, UT, 84129",(801) 214-0271,"mastercard, all major credit cards, check, visa, amex, discover, insurance",,latitude: 40.65349 | longitude: -111.98048,https://i2.ypcdn.com/blob/f442479575fcc324c4557686a7350614e97190d1_400x260_crop.jpg~https://i4.ypcdn.com/blob/f31c68100613038712706bf340832b65bfeeffee_240x170_crop.jpg~https://i3.ypcdn.com/blob/f1e2ba84e1f17ded3d0f2eb6c23ac7ccfa155c53_115x80_crop.jpg~https://i3.ypcdn.com/blob/f16dd8252ea762a91dea9c8360849300e1e43f9f_115x80_crop.jpg,Standard Optical - Taylorsville Eye Doctor,https://www.yellowpages.com/taylorsville-ut/mip/standard-optical-taylorsville-eye-doctor-4547203,US,UT,-111.98048,2021-11-20 04:06:30,Mo-Fr 09:00-19:00 | Sa 08:00-17:00,,3754 W 5400 S
,40245,,"Medical Service Organizations/Physicians & Surgeons, Family Medicine & General Practice/Medical Service Organizations/Physicians & Surgeons, Family Medicine & General Practice",Louisville,Home/KY/Louisville/Medical Service Organizations/Preferred Medical Group,,38.27226,pmn@preferredmedical.net,https://www.preferredmedical.net,24.0,"PostalAddress, US, 2400 Bush Ridge Dr, Louisville, KY, 40245",(502) 254-0003,,,latitude: 38.27226 | longitude: -85.48887,,Preferred Medical Group,https://www.yellowpages.com/louisville-ky/mip/preferred-medical-group-489021051,US,KY,-85.48887,2021-11-20 04:06:34,,Preferred Medical Network,2400 Bush Ridge Dr
8,85032,,Medical Service Organizations/Hospitals/Medical Centers/Medical Service Organizations/Hospitals/Medical Centers/Physicians & Surgeons Referral & Information Service/Surgery Centers,Phoenix,Home/AZ/Phoenix/Medical Service Organizations/Paradise Valley Hospital,2.5,33.63919,gmcauley@abrazohealth.com,http://www.abrazohealth.com,,"PostalAddress, US, 3929 E Bell Rd, Phoenix, AZ, 85032",(602) 923-5000,"visa, all major credit cards, insurance, amex, mastercard, discover",,latitude: 33.63919 | longitude: -111.99813,,Paradise Valley Hospital,https://www.yellowpages.com/phoenix-az/mip/paradise-valley-hospital-478691172,US,AZ,-111.99813,2021-11-20 04:06:37,Mo-Fr 08:00-17:00,,3929 E Bell Rd
35,85284,"Richard Burgmeier, MD founded Perfect Skin Laser Center in 2000 and has over 16 yrs experience in Aesthetic Medicine performing thousands of laser treatments and is an expert injector and a certified speaker/trainer for Allergan (Botox, Juvederm, Voluma).  
Dr. Burgmeier offers the most advanced laser and skin treatments available. He was one of the first doctors in Arizona to offer Thermage, Laser treatments for acne, Photodynamic Skin Rejuvenation with Levulan, Fraxel laser treatments, and Infini RF. Dr. Burgmeier has been featured on channel 3 and channel 5 news shows and in the Mesa Tribune.  
He is a graduate of the University of Iowa School of Medicine. He worked for Cigna Urgent Care from 1991 - 2005 where he has routinely cared for critically ill patients. With this extensive clinical experience he is well grounded in the medical and emergent care of his patients. 
Memberships: American Academy of Cosmetic Surgery, American Society for Laser Medicine and Surgery, and the American Academy of Anti-Aging Medicine","Skin Care/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Dermatology/Skin Care/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Dermatology/Physicians & Surgeons, Plastic & Reconstructive/Reducing & Weight Control",Tempe,"Home/AZ/Tempe/Skin Care/Burgmeier, Richard A, MD",5,33.33401,appointments@perfectskincenter.com,http://www.perfectskincenter.com,33.0,"PostalAddress, US, 2177 E Warner Rd Ste 105, Tempe, AZ, 85284",(480) 897-3623,"amex, debit, diners club, discover, master card, visa, cash, check",,latitude: 33.33401 | longitude: -111.89409,https://i3.ypcdn.com/blob/d593701b1041e4e99bf1f174c045e63882ed3b6f_400x260_crop.jpg~https://i4.ypcdn.com/blob/73626f730b771981f5049c77ee4b60e50d4f8774_240x125_crop.jpg~https://i2.ypcdn.com/blob/3c31f7388b39d4bc893f0516519a76282b65e97a_240x125_crop.jpg,"Burgmeier, Richard A, MD",https://www.yellowpages.com/tempe-az/mip/burgmeier-richard-a-md-452734788,US,AZ,-111.89409,2021-11-20 04:06:48,Mo-Th 09:00-17:00 | Fr 09:00-15:00 | Sa 10:00-14:00,"Richard A. Burgmeier, MD",2177 E Warner Rd Ste 105
2,33145,,Optical Goods/Contact Lenses/Eyeglasses/Optical Goods/Contact Lenses/Eyeglasses/Opticians/Optometrists/Sunglasses,Miami,Home/FL/Miami/Optical Goods/Sears Optical,2.5,25.75068,suarezoptical@gmail.com,http://www.searsoptical.com,58.0,"PostalAddress, US, 3655 Coral Way, Miami, FL, 33145",(305) 460-3468,"discover, master card, travelers checks, visa, amex, cash, check, all major credit cards",,latitude: 25.75068 | longitude: -80.25334,,Sears Optical,https://www.yellowpages.com/miami-fl/mip/sears-optical-468017352,US,FL,-80.25334,2021-11-20 04:06:57,,,3655 Coral Way
,78256,"Dr. Ashley Garcia, O.D. is the local eye doctor to see for all of your eye care needs in San Antonio, TX. As your local San Antonio optometrist, Dr. Ashley Garcia, O.D. can help diagnose, treat, and detect subtle changes in your eyes year over year. Come visit our offices at 15900 La Cantera Parkway San Antonio, TX 78256 and let us help you see and look your best. Our doctors are here to provide the professional eye care near you, to guarantee you have the clearest vision. Call today to schedule an appointment for your annual eye exam.",Optical Goods/Eyeglasses/Optometrists/Optical Goods/Optical Goods/Eyeglasses/Optometrists,San Antonio,Home/TX/San Antonio/Optical Goods/San Antonio Eye Professionals,,29.59086,sanantonioeyeprofessionals2764@eyeappts.com,https://local.lenscrafters.com/eyedoctors/tx/san-antonio/15900-la-cantera-parkway.html?cid=yext_odLCOD2764-210003496&y_source=1_MjI4MDI0OS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,6.0,"PostalAddress, US, 15900 La Cantera Pkwy Ste 6697, San Antonio, TX, 78256",(210) 694-4110,"discover, visa, check, amex, cash, master card",,latitude: 29.59086 | longitude: -98.61966,https://i3.ypcdn.com/blob/06803f958c81564122d0faa119bc8e20c90df955_400x260_crop.jpg,San Antonio Eye Professionals,https://www.yellowpages.com/san-antonio-tx/mip/san-antonio-eye-professionals-471899682,US,TX,-98.61966,2021-11-20 04:07:02,Mo-Fr 09:30-18:30 | Sa 10:00-17:00 | Su 12:00-16:00,,15900 La Cantera Pkwy Ste 6697
,11207,"At our Brooklyn practice, we are dedicated to providing comprehensive, friendly and compassionate eye care service to our patients. We believe that clear, comfortable vision is your right and our priority. We offer a full range of vision care services including complete eye health evaluations, contact lenses exams and fittings, the finest & most unique styles of designer frames and sunglasses for adults and children. Our friendly and professional staff is here to help you and provide genuine customer service. With that in mind. we will supply you with the most up-to-date information regarding all aspects of your vision and preventative eye health and answer any questions you might have. Our greatest satisfaction comes from improving your vision and enhancing your quality of life. 
 
Services and Products Offered Include: 
Complete Eye Health Evaluation 
Contact Lenses - Exam and Fittings 
Large Selection of Eye Wear for every style and budget 
Unique Designer Frames and Sunglasses 
 
Whether you require a complete eye health evaluation or need a new pair of eyeglasses, we invite you to come to our practice and receive the quality attention that you deserve. We are committed to excellence in serving your family's complete eye care needs.",Optical Goods/Opticians/Optometrists/Optical Goods/Opticians/Optometrists,Brooklyn,Home/NY/Brooklyn/Optical Goods/Central Optical,,40.6523,ichuzhmir@yahoo.com,https://www.centralopticalbrooklyn.com,15.0,"PostalAddress, US, 12073 Flatlands Ave, Brooklyn, NY, 11207",(718) 269-5068,"amex, cash, check, discover, master card, visa",,latitude: 40.6523 | longitude: -73.88796,,Central Optical,https://www.yellowpages.com/brooklyn-ny/mip/central-optical-531980617,US,NY,-73.88796,2021-11-20 04:07:10,Mo-Tu 10:00-18:00 | We 11:00-20:00 | Th-Fr 10:00-18:00 | Sa 10:00-16:00,,12073 Flatlands Ave
,37027,,"Skin Care/Physicians & Surgeons/Physicians & Surgeons, Dermatology/Skin Care/Physicians & Surgeons/Physicians & Surgeons, Dermatology/Physicians & Surgeons, Laser Surgery",Brentwood,Home/TN/Brentwood/Skin Care/Brentwood Skin Clinic,,36.04147,brentwoodskinclinic@gmail.com,http://www.brentwoodskinclinic.com,8.0,"PostalAddress, US, 317 Seven Springs Way Ste 201, Brentwood, TN, 37027",(615) 920-3675,"all major credit cards, debit, check, cash",,latitude: 36.04147 | longitude: -86.76773,https://i4.ypcdn.com/blob/5ffad0756425653e99f4ee30a721a2a3d13cd585_400x260_crop.jpg~https://i3.ypcdn.com/blob/2b17b886594926864b41854ab1934426cdb5675b_240x170_crop.jpg~https://i1.ypcdn.com/blob/e977da96463c0101b516fd8fc633dab387c4f7ce_115x80_crop.jpg~https://i2.ypcdn.com/blob/71205e9f12ba0cc0105311e6161bafa201203537_115x80_crop.jpg,Brentwood Skin Clinic,https://www.yellowpages.com/brentwood-tn/mip/brentwood-skin-clinic-482988613,US,TN,-86.76773,2021-11-20 04:07:22,Mo-Fr 08:00-17:00,,317 Seven Springs Way Ste 201
8,28277,,"Skin Care/Physicians & Surgeons/Physicians & Surgeons, Breast Care & Surgery/Skin Care/Physicians & Surgeons/Physicians & Surgeons, Breast Care & Surgery/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Plastic & Reconstructive",Charlotte,Home/NC/Charlotte/Skin Care/Ballantyne Plastic Surgery,5,35.05785,manager@ballantyneplasticsurgery.com,http://www.ballantyneplasticsurgery.com,,"PostalAddress, US, 14135 Ballantyne Corporate Pl, Charlotte, NC, 28277",(704) 295-0777,"check, financing available, insurance, all major credit cards",,latitude: 35.05785 | longitude: -80.8565,,Ballantyne Plastic Surgery,https://www.yellowpages.com/charlotte-nc/mip/ballantyne-plastic-surgery-1145749,US,NC,-80.8565,2021-11-20 04:07:51,Mo-Th 09:00-17:00,,14135 Ballantyne Corporate Pl
,33328,,Massage Therapists/Physical Therapists/Massage Therapists/Physical Therapists,Cooper City,Home/FL/Cooper City/Massage Services/Massage Therapists/Tokyo Massage Therapy,,26.06429,clcdream888@gmail.com,http://tokyomassagetherapy.com,7.0,"PostalAddress, US, 8608 Griffin Rd, Cooper City, FL, 33328",(954) 434-9000,"debit, discover, check, mastercard, visa, amex",,latitude: 26.06429 | longitude: -80.26281,,Tokyo Massage Therapy,https://www.yellowpages.com/cooper-city-fl/mip/tokyo-massage-therapy-504014956,US,FL,-80.26281,2021-11-20 04:08:16,Mo-Su,,8608 Griffin Rd
,19119, ,Health Clubs/Gymnasiums/Physical Fitness Consultants & Trainers/Health Clubs/Gymnasiums/Physical Fitness Consultants & Trainers/Physical Therapists/Private Swimming Pools,Philadelphia,"Home/PA/Philadelphia/Health Resorts/Health Clubs/Fitlife Fitness, Aquatics and Physical Therapy",,40.05909,info@fitlife.com,http://www.fitlife.com,19.0,"PostalAddress, US, 7140 Germantown Ave, Philadelphia, PA, 19119",(215) 753-8898,"debit, check, cash, all major credit cards",,latitude: 40.05909 | longitude: -75.19062,,"Fitlife Fitness, Aquatics and Physical Therapy",https://www.yellowpages.com/philadelphia-pa/mip/fitlife-fitness-aquatics-and-physical-therapy-1593454,US,PA,-75.19062,2021-11-20 04:08:17,Mo-Th 05:00-23:00 | Fr 05:00-22:00 | Sa 07:30-20:00 | Su 07:30-18:00,,7140 Germantown Ave
,33311,,Massage Therapists/Holistic Practitioners/Pain Management/Massage Therapists/Holistic Practitioners/Pain Management/Physical Therapists/Stress Management & Prevention,Lauderdale Lakes,Home/FL/Lauderdale Lakes/Massage Services/Massage Therapists/Mind Body and Spirit Healing by Zipporah,,,info@mindbodspirit.com,http://www.essanteorganics.com/allaboutorganics,9.0,"PostalAddress, US, Lauderdale Lakes, FL, 33311",(754) 422-6983,"visa, master card, amex, discover, paypal, cash",,,,Mind Body and Spirit Healing by Zipporah,https://www.yellowpages.com/lauderdale-lakes-fl/mip/mind-body-and-spirit-healing-by-zipporah-495595896,US,FL,,2021-11-20 04:08:34,Mo-Fr 10:00-19:00 | Sa-Su 10:00-17:00,,
