subject,modeldate,party,very_estimate,somewhat_estimate,not_very_estimate,not_at_all_estimate,timestamp
concern-economy,2021-11-08,all,49.041857,35.450926,10.346955,3.7443655,2021-11-08 18:35
concern-infected,2021-11-08,all,24.525285,32.476266,26.226977,16.381556,2021-11-08 18:35
concern-economy,2021-10-08,all,49.041857,35.450926,10.346955,3.7443655,2021-10-08 20:20
concern-infected,2021-10-08,all,24.525285,32.476266,26.226977,16.381556,2021-10-08 20:20
concern-infected,2021-09-08,all,24.525285,32.476266,26.226977,16.381556,2021-10-08 07:56
concern-economy,2021-09-08,all,49.041857,35.450926,10.346955,3.7443655,2021-10-08 07:56
concern-economy,2021-08-08,all,49.041857,35.450926,10.346955,3.7443655,2021-10-08 07:56
concern-infected,2021-08-08,all,24.525285,32.476266,26.226977,16.381556,2021-10-08 07:56
concern-economy,2021-07-08,all,49.041857,35.450926,10.346955,3.7443655,2021-10-08 07:56
concern-infected,2021-07-08,all,24.525285,32.476266,26.226977,16.381556,2021-10-08 07:56
concern-economy,2021-06-08,all,49.041857,35.450926,10.346955,3.7443655,2021-06-08 20:55
concern-infected,2021-06-08,all,24.525285,32.476266,26.226977,16.381556,2021-06-08 20:55
concern-economy,2021-05-08,all,49.041857,35.450926,10.346955,3.7443655,2021-05-08 08:50
concern-infected,2021-05-08,all,24.525285,32.476266,26.226977,16.381556,2021-05-08 08:50
concern-economy,2021-04-08,all,49.041857,35.450926,10.346955,3.7443655,2021-04-08 14:10
concern-infected,2021-04-08,all,24.525285,32.476266,26.226977,16.381556,2021-04-08 14:10
concern-economy,2021-03-08,all,49.041857,35.450926,10.346955,3.7443655,2021-04-08 08:00
concern-infected,2021-03-08,all,24.525285,32.476266,26.226977,16.381556,2021-04-08 08:01
concern-infected,2021-02-08,all,24.525285,32.476266,26.226977,16.381556,2021-02-08 10:11
concern-economy,2021-02-08,all,49.041857,35.450926,10.346955,3.7443655,2021-02-08 10:11
concern-economy,2021-01-08,all,49.041857,35.450926,10.346955,3.7443655,2021-02-08 10:11
concern-infected,2021-01-08,all,24.525285,32.476266,26.226977,16.381556,2021-02-08 10:12
concern-economy,2021-31-07,all,49.041857,35.450926,10.346955,3.7443655,2021-02-08 10:11
concern-infected,2021-31-07,all,24.525285,32.476266,26.226977,16.381556,2021-02-08 10:12
concern-economy,2021-30-07,all,49.041857,35.450926,10.346955,3.7443655,2021-02-08 10:11
concern-infected,2021-30-07,all,24.525285,32.476266,26.226977,16.381556,2021-02-08 10:12
concern-economy,2021-29-07,all,49.041857,35.450926,10.346955,3.7443655,2021-02-08 10:11
concern-infected,2021-29-07,all,24.525285,32.476266,26.226977,16.381556,2021-02-08 10:12
concern-infected,2021-28-07,all,24.525285,32.476266,26.226977,16.381556,2021-28-07 11:40
concern-economy,2021-28-07,all,49.041857,35.450926,10.346955,3.7443655,2021-28-07 11:40
concern-economy,2021-27-07,all,49.041857,35.450926,10.346955,3.7443655,2021-28-07 11:40
concern-infected,2021-27-07,all,24.525285,32.476266,26.226977,16.381556,2021-28-07 11:40
concern-economy,2021-26-07,all,49.041857,35.450926,10.346955,3.7443655,2021-26-07 17:15
concern-infected,2021-26-07,all,24.525285,32.476266,26.226977,16.381556,2021-26-07 17:15
concern-infected,2021-25-07,all,24.525285,32.476266,26.226977,16.381556,2021-26-07 08:56
concern-economy,2021-25-07,all,49.041857,35.450926,10.346955,3.7443655,2021-26-07 08:56
concern-economy,2021-24-07,all,49.041857,35.450926,10.346955,3.7443655,2021-26-07 08:56
concern-infected,2021-24-07,all,24.525285,32.476266,26.226977,16.381556,2021-26-07 08:56
concern-economy,2021-23-07,all,49.041857,35.450926,10.346955,3.7443655,2021-23-07 11:10
concern-infected,2021-23-07,all,24.525285,32.476266,26.226977,16.381556,2021-23-07 11:10
concern-economy,2021-22-07,all,49.041857,35.450926,10.346955,3.7443655,2021-23-07 09:30
concern-infected,2021-22-07,all,24.525285,32.476266,26.226977,16.381556,2021-23-07 09:30
concern-economy,2021-21-07,all,49.041857,35.450926,10.346955,3.7443655,2021-21-07 21:30
concern-infected,2021-21-07,all,24.525285,32.476266,26.226977,16.381556,2021-21-07 21:30
concern-economy,2021-20-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 10:45
concern-infected,2021-20-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 10:45
concern-infected,2021-19-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 08:02
concern-economy,2021-19-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 08:02
concern-economy,2021-18-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 08:02
concern-infected,2021-18-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 08:02
concern-economy,2021-17-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 08:02
concern-infected,2021-17-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 08:02
concern-infected,2021-16-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 08:02
concern-economy,2021-16-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 08:02
concern-economy,2021-15-07,all,49.041857,35.450926,10.346955,3.7443655,2021-20-07 08:02
concern-infected,2021-15-07,all,24.525285,32.476266,26.226977,16.381556,2021-20-07 08:02
concern-infected,2021-14-07,all,24.525285,32.476266,26.226977,16.381556,2021-14-07 11:35
concern-economy,2021-14-07,all,49.041857,35.450926,10.346955,3.7443655,2021-14-07 11:35
concern-economy,2021-13-07,all,49.041857,35.450926,10.346955,3.7443655,2021-14-07 11:35
concern-infected,2021-13-07,all,24.525285,32.476266,26.226977,16.381556,2021-14-07 11:35
concern-economy,2021-12-07,all,49.041857,35.450926,10.346955,3.7443655,2021-12-07 20:56
concern-infected,2021-12-07,all,24.525285,32.476266,26.226977,16.381556,2021-12-07 20:56
concern-infected,2021-11-07,all,24.525285,32.476266,26.226977,16.381556,2021-12-07 20:56
concern-economy,2021-11-07,all,49.041857,35.450926,10.346955,3.7443655,2021-12-07 20:56
concern-infected,2021-10-07,all,24.525285,32.476266,26.226977,16.381556,2021-12-07 20:56
concern-economy,2021-10-07,all,49.041857,35.450926,10.346955,3.7443655,2021-12-07 20:56
concern-economy,2021-09-07,all,49.041857,35.450926,10.346955,3.7443655,2021-12-07 20:56
concern-infected,2021-09-07,all,24.525285,32.476266,26.226977,16.381556,2021-12-07 20:56
concern-economy,2021-08-07,all,49.041857,35.450926,10.346955,3.7443655,2021-08-07 19:15
concern-infected,2021-08-07,all,24.525285,32.476266,26.226977,16.381556,2021-08-07 19:15
concern-economy,2021-07-07,all,49.041857,35.450926,10.346955,3.7443655,2021-07-07 09:20
concern-infected,2021-07-07,all,24.525285,32.476266,26.226977,16.381556,2021-07-07 09:20
concern-infected,2021-06-07,all,24.525285,32.476266,26.226977,16.381556,2021-06-07 11:50
concern-economy,2021-06-07,all,49.041857,35.450926,10.346955,3.7443655,2021-06-07 11:50
concern-economy,2021-05-07,all,49.041857,35.450926,10.346955,3.7443655,2021-06-07 11:50
concern-infected,2021-05-07,all,24.525285,32.476266,26.226977,16.381556,2021-06-07 11:50
concern-economy,2021-04-07,all,49.041857,35.450926,10.346955,3.7443655,2021-04-07 12:55
concern-infected,2021-04-07,all,24.525285,32.476266,26.226977,16.381556,2021-04-07 12:55
concern-economy,2021-03-07,all,49.041857,35.450926,10.346955,3.7443655,2021-04-07 12:55
concern-infected,2021-03-07,all,24.525285,32.476266,26.226977,16.381556,2021-04-07 12:55
concern-economy,2021-02-07,all,49.041857,35.450926,10.346955,3.7443655,2021-02-07 07:05
concern-infected,2021-02-07,all,24.525285,32.476266,26.226977,16.381556,2021-02-07 07:05
concern-economy,2021-01-07,all,49.041857,35.450926,10.346955,3.7443655,2021-01-07 08:40
concern-infected,2021-01-07,all,24.525285,32.476266,26.226977,16.381556,2021-01-07 08:40
concern-economy,2021-30-06,all,49.041857,35.450926,10.346955,3.7443655,2021-30-06 09:10
concern-infected,2021-30-06,all,24.525285,32.476266,26.226977,16.381556,2021-30-06 09:10
concern-economy,2021-29-06,all,49.041857,35.450926,10.346955,3.7443655,2021-29-06 21:06
concern-infected,2021-29-06,all,24.525285,32.476266,26.226977,16.381556,2021-29-06 21:06
concern-economy,2021-28-06,all,49.041857,35.450926,10.346955,3.7443655,2021-29-06 21:06
concern-infected,2021-28-06,all,24.525285,32.476266,26.226977,16.381556,2021-29-06 21:07
concern-infected,2021-27-06,all,24.525285,32.476266,26.226977,16.381556,2021-29-06 21:07
concern-economy,2021-27-06,all,49.041857,35.450926,10.346955,3.7443655,2021-29-06 21:06
concern-infected,2021-26-06,all,24.525285,32.476266,26.226977,16.381556,2021-29-06 21:07
concern-economy,2021-26-06,all,49.041857,35.450926,10.346955,3.7443655,2021-29-06 21:06
concern-economy,2021-25-06,all,49.041857,35.450926,10.346955,3.7443655,2021-29-06 21:06
concern-infected,2021-25-06,all,24.525285,32.476266,26.226977,16.381556,2021-29-06 21:07
concern-economy,2021-24-06,all,49.041857,35.450926,10.346955,3.7443655,2021-24-06 10:40
concern-infected,2021-24-06,all,24.525285,32.476266,26.226977,16.381556,2021-24-06 10:40
concern-economy,2021-23-06,all,49.041857,35.450926,10.346955,3.7443655,2021-23-06 18:55
concern-infected,2021-23-06,all,24.525285,32.476266,26.226977,16.381556,2021-23-06 18:55
concern-economy,2021-22-06,all,49.041857,35.450926,10.346955,3.7443655,2021-22-06 08:35
concern-infected,2021-22-06,all,24.525285,32.476266,26.226977,16.381556,2021-22-06 08:35
concern-infected,2021-21-06,all,24.525285,32.476266,26.226977,16.381556,2021-21-06 09:26
concern-economy,2021-21-06,all,49.041857,35.450926,10.346955,3.7443655,2021-21-06 09:26
concern-economy,2021-20-06,all,49.041857,35.450926,10.346955,3.7443655,2021-21-06 09:26
concern-infected,2021-20-06,all,24.525285,32.476266,26.226977,16.381556,2021-21-06 09:26
concern-infected,2021-19-06,all,24.525285,32.476266,26.226977,16.381556,2021-21-06 09:26
concern-economy,2021-19-06,all,49.041857,35.450926,10.346955,3.7443655,2021-21-06 09:26
concern-economy,2021-18-06,all,49.041857,35.450926,10.346955,3.7443655,2021-21-06 09:26
concern-infected,2021-18-06,all,24.525285,32.476266,26.226977,16.381556,2021-21-06 09:26
concern-economy,2021-17-06,all,49.041857,35.450926,10.346955,3.7443655,2021-17-06 21:00
concern-infected,2021-17-06,all,24.525285,32.476266,26.226977,16.381556,2021-17-06 21:00
concern-economy,2021-16-06,all,49.041857,35.450926,10.346955,3.7443655,2021-16-06 09:45
concern-infected,2021-16-06,all,24.525285,32.476266,26.226977,16.381556,2021-16-06 09:45
concern-infected,2021-15-06,all,24.525285,32.476266,26.226977,16.381556,2021-16-06 08:47
concern-economy,2021-15-06,all,49.041857,35.450926,10.346955,3.7443655,2021-16-06 08:46
concern-economy,2021-14-06,all,49.041857,35.450926,10.346955,3.7443655,2021-16-06 08:46
concern-infected,2021-14-06,all,24.525285,32.476266,26.226977,16.381556,2021-16-06 08:47
concern-economy,2021-13-06,all,49.041857,35.450926,10.346955,3.7443655,2021-16-06 08:46
concern-infected,2021-13-06,all,24.525285,32.476266,26.226977,16.381556,2021-16-06 08:47
concern-economy,2021-12-06,all,49.041857,35.450926,10.346955,3.7443655,2021-16-06 08:46
concern-infected,2021-12-06,all,24.525285,32.476266,26.226977,16.381556,2021-16-06 08:47
concern-infected,2021-11-06,all,24.525285,32.476266,26.226977,16.381556,2021-11-06 23:05
concern-economy,2021-11-06,all,49.041857,35.450926,10.346955,3.7443655,2021-11-06 23:05
concern-economy,2021-10-06,all,49.041857,35.450926,10.346955,3.7443655,2021-11-06 23:05
concern-infected,2021-10-06,all,24.525285,32.476266,26.226977,16.381556,2021-11-06 23:05
concern-economy,2021-09-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-infected,2021-09-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:42
concern-economy,2021-08-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-infected,2021-08-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:42
concern-economy,2021-07-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-infected,2021-07-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:42
concern-infected,2021-06-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:42
concern-economy,2021-06-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-economy,2021-05-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-infected,2021-05-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:42
concern-infected,2021-04-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:43
concern-economy,2021-04-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-economy,2021-03-06,all,49.041857,35.450926,10.346955,3.7443655,2021-09-06 11:42
concern-infected,2021-03-06,all,24.525285,32.476266,26.226977,16.381556,2021-09-06 11:43
concern-infected,2021-02-06,all,24.525285,32.476266,26.226977,16.381556,2021-02-06 09:30
concern-economy,2021-02-06,all,49.041857,35.450926,10.346955,3.7443655,2021-02-06 09:30
concern-economy,2021-01-06,all,49.041857,35.450926,10.346955,3.7443655,2021-02-06 09:30
concern-infected,2021-01-06,all,24.525285,32.476266,26.226977,16.381556,2021-02-06 09:30
concern-infected,2021-31-05,all,24.525285,32.476266,26.226977,16.381556,2021-31-05 23:26
concern-economy,2021-31-05,all,49.041857,35.450926,10.346955,3.7443655,2021-31-05 23:26
concern-economy,2021-30-05,all,49.041857,35.450926,10.346955,3.7443655,2021-31-05 23:26
concern-infected,2021-30-05,all,24.525285,32.476266,26.226977,16.381556,2021-31-05 23:26
concern-economy,2021-29-05,all,49.041857,35.450926,10.346955,3.7443655,2021-31-05 23:26
concern-infected,2021-29-05,all,24.525285,32.476266,26.226977,16.381556,2021-31-05 23:26
concern-economy,2021-28-05,all,49.041857,35.450926,10.346955,3.7443655,2021-28-05 13:50
concern-infected,2021-28-05,all,24.525285,32.476266,26.226977,16.381556,2021-28-05 13:50
concern-economy,2021-27-05,all,49.041857,35.450926,10.346955,3.7443655,2021-28-05 07:40
concern-infected,2021-27-05,all,24.525285,32.476266,26.226977,16.381556,2021-28-05 07:40
concern-economy,2021-26-05,all,49.041857,35.450926,10.346955,3.7443655,2021-26-05 21:20
concern-infected,2021-26-05,all,24.525285,32.476266,26.226977,16.381556,2021-26-05 21:20
concern-infected,2021-25-05,all,24.52529,32.47626,26.22698,16.38156,2021-25-05 10:53
concern-economy,2021-25-05,all,49.04186,35.45092,10.34696,3.744366,2021-25-05 10:53
concern-infected,2021-24-05,all,24.52529,32.47626,26.22698,16.38156,2021-25-05 10:53
concern-economy,2021-24-05,all,49.04186,35.45092,10.34696,3.744366,2021-25-05 10:53
concern-infected,2021-23-05,all,24.52529,32.47626,26.22698,16.38156,2021-25-05 10:53
concern-economy,2021-23-05,all,49.04186,35.45092,10.34696,3.744366,2021-25-05 10:53
concern-economy,2021-22-05,all,49.04186,35.45092,10.34696,3.744366,2021-25-05 10:53
concern-infected,2021-22-05,all,24.52529,32.47626,26.22698,16.38156,2021-25-05 10:53
concern-economy,2021-21-05,all,49.041857,35.450926,10.346955,3.7443655,2021-21-05 21:05
concern-infected,2021-21-05,all,24.435768,32.397186,26.071985,16.465077,2021-21-05 21:05
concern-economy,2021-20-05,all,49.041857,35.450926,10.346955,3.7443655,2021-21-05 12:15
concern-infected,2021-20-05,all,24.435768,32.397186,26.071985,16.465077,2021-21-05 12:15
concern-economy,2021-19-05,all,49.041857,35.450926,10.346955,3.7443655,2021-19-05 21:05
concern-infected,2021-19-05,all,24.435768,32.397186,26.071985,16.465077,2021-19-05 21:05
concern-economy,2021-18-05,all,49.041857,35.450926,10.346955,3.7443655,2021-19-05 08:05
concern-infected,2021-18-05,all,24.435768,32.397186,26.071985,16.465077,2021-19-05 08:05
concern-economy,2021-17-05,all,49.041857,35.450926,10.346955,3.7443655,2021-17-05 18:15
concern-infected,2021-17-05,all,24.435768,32.397186,26.071985,16.465077,2021-17-05 18:15
concern-infected,2021-16-05,all,24.435768,32.397186,26.071985,16.465077,2021-17-05 08:56
concern-economy,2021-16-05,all,49.041857,35.450926,10.346955,3.7443655,2021-17-05 08:56
concern-infected,2021-15-05,all,24.435768,32.397186,26.071985,16.465077,2021-17-05 08:56
concern-economy,2021-15-05,all,49.041857,35.450926,10.346955,3.7443655,2021-17-05 08:56
concern-economy,2021-14-05,all,49.041857,35.450926,10.346955,3.7443655,2021-17-05 08:56
concern-infected,2021-14-05,all,24.435768,32.397186,26.071985,16.465077,2021-17-05 08:56
concern-economy,2021-13-05,all,49.041857,35.450926,10.346955,3.7443655,2021-13-05 09:00
concern-infected,2021-13-05,all,24.435768,32.397186,26.071985,16.465077,2021-13-05 09:00
concern-economy,2021-12-05,all,49.041857,35.450926,10.346955,3.7443655,2021-12-05 09:05
concern-infected,2021-12-05,all,24.435768,32.397186,26.071985,16.465077,2021-12-05 09:05
concern-economy,2021-11-05,all,49.041857,35.450926,10.346955,3.7443655,2021-12-05 08:40
concern-infected,2021-11-05,all,24.435768,32.397186,26.071985,16.465077,2021-12-05 08:40
concern-economy,2021-10-05,all,49.041857,35.450926,10.346955,3.7443655,2021-10-05 09:10
concern-infected,2021-10-05,all,24.435768,32.397186,26.071985,16.465077,2021-10-05 09:11
concern-infected,2021-09-05,all,24.435768,32.397186,26.071985,16.465077,2021-10-05 09:11
concern-economy,2021-09-05,all,49.041857,35.450926,10.346955,3.7443655,2021-10-05 09:11
concern-economy,2021-08-05,all,49.041857,35.450926,10.346955,3.7443655,2021-10-05 09:11
concern-infected,2021-08-05,all,24.435768,32.397186,26.071985,16.465077,2021-10-05 09:11
concern-economy,2021-07-05,all,49.041857,35.450926,10.346955,3.7443655,2021-07-05 21:30
concern-infected,2021-07-05,all,24.435768,32.397186,26.071985,16.465077,2021-07-05 21:30
concern-economy,2021-06-05,all,49.041857,35.450926,10.346955,3.7443655,2021-07-05 14:10
concern-infected,2021-06-05,all,24.435768,32.397186,26.071985,16.465077,2021-07-05 14:10
concern-economy,2021-05-05,all,49.041857,35.450926,10.346955,3.7443655,2021-05-05 10:16
concern-infected,2021-05-05,all,24.435768,32.397186,26.071985,16.465077,2021-05-05 10:16
concern-economy,2021-04-05,all,49.041857,35.450926,10.346955,3.7443655,2021-05-05 10:16
concern-infected,2021-04-05,all,24.435768,32.397186,26.071985,16.465077,2021-05-05 10:16
concern-infected,2021-03-05,all,24.435768,32.397186,26.071985,16.465077,2021-05-05 10:16
concern-economy,2021-03-05,all,49.041857,35.450926,10.346955,3.7443655,2021-05-05 10:16
concern-economy,2021-02-05,all,49.041857,35.450926,10.346955,3.7443655,2021-05-05 10:16
concern-infected,2021-02-05,all,24.435768,32.397186,26.071985,16.465077,2021-05-05 10:16
concern-economy,2021-01-05,all,49.041857,35.450926,10.346955,3.7443655,2021-01-05 20:20
concern-infected,2021-01-05,all,24.435768,32.397186,26.071985,16.465077,2021-01-05 20:20
concern-economy,2021-30-04,all,49.041857,35.450926,10.346955,3.7443655,2021-30-04 16:55
concern-infected,2021-30-04,all,24.435768,32.397186,26.071985,16.465077,2021-30-04 16:55
concern-economy,2021-29-04,all,49.041857,35.450926,10.346955,3.7443655,2021-30-04 10:40
concern-infected,2021-29-04,all,24.435768,32.397186,26.071985,16.465077,2021-30-04 10:40
concern-economy,2021-28-04,all,49.041857,35.450926,10.346955,3.7443655,2021-28-04 12:55
concern-infected,2021-28-04,all,24.435768,32.397186,26.071985,16.465077,2021-28-04 12:55
concern-infected,2021-27-04,all,24.435768,32.397186,26.071985,16.465077,2021-27-04 09:35
concern-economy,2021-27-04,all,49.041857,35.450926,10.346955,3.7443655,2021-27-04 09:35
concern-economy,2021-26-04,all,49.041857,35.450926,10.346955,3.7443655,2021-27-04 09:35
concern-infected,2021-26-04,all,24.435768,32.397186,26.071985,16.465077,2021-27-04 09:35
concern-economy,2021-25-04,all,49.041857,35.450926,10.346955,3.7443655,2021-25-04 12:55
concern-infected,2021-25-04,all,24.435768,32.397186,26.071985,16.465077,2021-25-04 12:55
concern-infected,2021-24-04,all,24.435768,32.397186,26.071985,16.465077,2021-25-04 12:36
concern-economy,2021-24-04,all,49.041857,35.450926,10.346955,3.7443655,2021-25-04 12:36
concern-economy,2021-23-04,all,49.041857,35.450926,10.346955,3.7443655,2021-25-04 12:36
concern-infected,2021-23-04,all,24.435768,32.397186,26.071985,16.465077,2021-25-04 12:36
concern-economy,2021-22-04,all,49.041857,35.450926,10.346955,3.7443655,2021-22-04 13:22
concern-infected,2021-22-04,all,24.435768,32.397186,26.071985,16.465077,2021-22-04 13:22
concern-economy,2021-21-04,all,49.041857,35.450926,10.346955,3.7443655,2021-21-04 10:20
concern-infected,2021-21-04,all,24.737899,31.955718,25.973298,16.694518,2021-21-04 10:20
concern-infected,2021-20-04,all,24.83218,32.52496,25.532941,16.698211,2021-20-04 09:16
concern-economy,2021-20-04,all,49.041857,35.450926,10.346955,3.7443655,2021-20-04 09:16
concern-infected,2021-19-04,all,24.83218,32.52496,25.532941,16.698211,2021-20-04 09:16
concern-economy,2021-19-04,all,49.041857,35.450926,10.346955,3.7443655,2021-20-04 09:16
concern-infected,2021-18-04,all,24.83218,32.52496,25.532941,16.698211,2021-20-04 09:16
concern-economy,2021-18-04,all,49.041857,35.450926,10.346955,3.7443655,2021-20-04 09:16
concern-economy,2021-17-04,all,49.041857,35.450926,10.346955,3.7443655,2021-20-04 09:16
concern-infected,2021-17-04,all,24.83218,32.52496,25.532941,16.698211,2021-20-04 09:16
concern-economy,2021-16-04,all,49.041857,35.450926,10.346955,3.7443655,2021-16-04 15:55
concern-infected,2021-16-04,all,24.83218,32.52496,25.532941,16.698211,2021-16-04 15:55
concern-economy,2021-15-04,all,49.041857,35.450926,10.346955,3.7443655,2021-16-04 08:50
concern-infected,2021-15-04,all,25.800138,32.476008,25.875501,16.216197,2021-16-04 08:50
concern-economy,2021-14-04,all,49.041857,35.450926,10.346955,3.7443655,2021-14-04 14:05
concern-infected,2021-14-04,all,25.800138,32.476008,25.875501,16.216197,2021-14-04 14:05
concern-economy,2021-13-04,all,49.041857,35.450926,10.346955,3.7443655,2021-13-04 09:10
concern-infected,2021-13-04,all,26.729899,32.607539,25.795315,15.634403,2021-13-04 09:10
concern-economy,2021-12-04,all,49.041857,35.450926,10.346955,3.7443655,2021-12-04 10:15
concern-infected,2021-12-04,all,27.248806,33.029675,26.001206,15.276981,2021-12-04 10:15
concern-economy,2021-11-04,all,49.041857,35.450926,10.346955,3.7443655,2021-11-04 16:35
concern-infected,2021-11-04,all,27.248806,33.029675,26.001206,15.276981,2021-11-04 16:36
concern-economy,2021-10-04,all,49.041857,35.450926,10.346955,3.7443655,2021-11-04 16:35
concern-infected,2021-10-04,all,27.248806,33.029675,26.001206,15.276981,2021-11-04 16:36
concern-economy,2021-09-04,all,49.041857,35.450926,10.346955,3.7443655,2021-09-04 15:25
concern-infected,2021-09-04,all,27.248806,33.029675,26.001206,15.276981,2021-09-04 15:25
concern-economy,2021-08-04,all,49.041857,35.450926,10.346955,3.7443655,2021-08-04 08:50
concern-infected,2021-08-04,all,27.248806,33.029675,26.001206,15.276981,2021-08-04 08:50
concern-economy,2021-07-04,all,49.041857,35.450926,10.346955,3.7443655,2021-07-04 09:35
concern-infected,2021-07-04,all,28.263292,32.945067,26.056097,14.741654,2021-07-04 09:35
concern-economy,2021-06-04,all,49.041857,35.450926,10.346955,3.7443655,2021-06-04 03:25
concern-infected,2021-06-04,all,29.318981,33.541358,25.529135,14.122959,2021-06-04 03:25
concern-economy,2021-05-04,all,50.252823,34.586184,10.176086,3.5961478,2021-05-04 08:26
concern-infected,2021-05-04,all,29.937958,33.461425,24.923678,13.236286,2021-05-04 08:26
concern-infected,2021-04-04,all,29.937958,33.461425,24.923678,13.236286,2021-05-04 08:26
concern-economy,2021-04-04,all,50.252823,34.586184,10.176086,3.5961478,2021-05-04 08:26
concern-economy,2021-03-04,all,50.252823,34.586184,10.176086,3.5961478,2021-05-04 08:26
concern-infected,2021-03-04,all,29.937958,33.461425,24.923678,13.236286,2021-05-04 08:26
concern-economy,2021-02-04,all,50.252823,34.586184,10.176086,3.5961478,2021-02-04 15:00
concern-infected,2021-02-04,all,29.937958,33.461425,24.923678,13.236286,2021-02-04 15:00
concern-economy,2021-01-04,all,50.252823,34.586184,10.176086,3.5961478,2021-01-04 10:40
concern-infected,2021-01-04,all,29.840412,33.348864,25.098309,14.367375,2021-01-04 10:40
concern-economy,2021-31-03,all,50.252823,34.586184,10.176086,3.5961478,2021-31-03 19:35
concern-infected,2021-31-03,all,29.840412,33.348864,25.098309,14.367375,2021-31-03 19:35
concern-economy,2021-30-03,all,50.252823,34.586184,10.176086,3.5961478,2021-30-03 16:25
concern-infected,2021-30-03,all,31.688832,33.560226,24.183194,13.742644,2021-30-03 16:25
concern-economy,2021-29-03,all,50.252823,34.586184,10.176086,3.5961478,2021-29-03 16:25
concern-infected,2021-29-03,all,28.914332,33.781769,22.04431,13.375835,2021-29-03 16:25
concern-economy,2021-28-03,all,50.252823,34.586184,10.176086,3.5961478,2021-28-03 14:35
concern-infected,2021-28-03,all,28.914332,33.781769,22.04431,13.375835,2021-28-03 14:35
concern-economy,2021-27-03,all,50.252823,34.586184,10.176086,3.5961478,2021-28-03 12:50
concern-infected,2021-27-03,all,28.914332,33.781769,22.04431,13.375835,2021-28-03 12:50
concern-economy,2021-26-03,all,50.252823,34.586184,10.176086,3.5961478,2021-26-03 16:50
concern-infected,2021-26-03,all,28.914332,33.781769,22.04431,13.375835,2021-26-03 16:50
concern-economy,2021-25-03,all,50.252823,34.586184,10.176086,3.5961478,2021-25-03 21:30
concern-infected,2021-25-03,all,29.54578,34.076648,20.727562,13.259885,2021-25-03 21:30
concern-economy,2021-24-03,all,50.252823,34.586184,10.176086,3.5961478,2021-24-03 13:20
concern-infected,2021-24-03,all,29.54578,34.076648,20.727562,13.259885,2021-24-03 13:20
concern-economy,2021-23-03,all,50.252823,34.586184,10.176086,3.5961478,2021-24-03 10:45
concern-infected,2021-23-03,all,30.339769,34.397121,19.967036,12.916209,2021-24-03 10:45
concern-economy,2021-22-03,all,50.252823,34.586184,10.176086,3.5961478,2021-22-03 09:46
concern-infected,2021-22-03,all,30.339769,34.397121,19.967036,12.916209,2021-22-03 09:46
concern-economy,2021-21-03,all,50.252823,34.586184,10.176086,3.5961478,2021-22-03 09:46
concern-infected,2021-21-03,all,30.339769,34.397121,19.967036,12.916209,2021-22-03 09:46
concern-economy,2021-20-03,all,50.252823,34.586184,10.176086,3.5961478,2021-22-03 09:46
concern-infected,2021-20-03,all,30.339769,34.397121,19.967036,12.916209,2021-22-03 09:46
concern-economy,2021-19-03,all,50.252823,34.586184,10.176086,3.5961478,2021-19-03 12:50
concern-infected,2021-19-03,all,30.339769,34.397121,19.967036,12.916209,2021-19-03 12:50
concern-economy,2021-18-03,all,50.252823,34.586184,10.176086,3.5961478,2021-18-03 08:50
concern-infected,2021-18-03,all,30.339769,34.397121,19.967036,12.916209,2021-18-03 08:50
concern-economy,2021-17-03,all,50.252823,34.586184,10.176086,3.5961478,2021-17-03 16:55
concern-infected,2021-17-03,all,30.339769,34.397121,19.967036,12.916209,2021-17-03 16:55
concern-economy,2021-16-03,all,51.769671,33.272221,9.996216,3.5326549,2021-16-03 10:20
concern-infected,2021-16-03,all,30.339769,34.397121,19.967036,12.916209,2021-16-03 10:20
concern-economy,2021-15-03,all,51.769671,33.272221,9.996216,3.5326549,2021-15-03 11:10
concern-infected,2021-15-03,all,30.756984,34.284745,20.004618,12.760574,2021-15-03 11:10
