subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp,url
Trump,2022-05-01,R,2020-02-03,2020-08-03,SurveyMonkey,C,1128,a,0.93238144,0,,,86,13,81.527616,16.079074,2022-05-01 09:17,https://www.surveymonkey.com/curiosity/nyt-march-2020-cci/
Trump,2022-05-01,R,2020-04-03,2020-07-03,SSRS,C,351.19,a,0.51963332,0,,,79,11,77.85123,12.507588,2022-05-01 09:17,"https://cdn.cnn.com/cnn/2020/images/03/09/rel2b.-.trump,.coronavirus.pdf"
Trump,2022-05-01,R,2020-06-03,2020-08-03,Global Strategy Group/GBAO (Navigator Research),B/C,340,rv,0.44541229,0,,,79,13,78.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf
Trump,2022-05-01,R,2020-05-03,2020-08-03,Quinnipiac University,A-,378.3,rv,0.7174859,0,,,87,7,85.322975,8.3928533,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3657
Trump,2022-05-01,R,2020-06-03,2020-09-03,Morning Consult,B,658,a,0.30591036,0,,,81,10,82.303463,9.7451356,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200326_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf
Trump,2022-05-01,R,2020-08-03,2020-10-03,YouGov,B+,374,a,0.3408571,0,,,82,8,81.1141,9.5281213,2022-05-01 09:17,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf
Trump,2022-05-01,R,2020-08-03,2020-09-03,Harris Insights & Analytics,B+,320,rv,0.29350724,0,,,82,18,83.372116,14.991466,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/487327-poll-trump-sees-high-marks-on-the-economy-low-marks-on-handling
Trump,2022-05-01,R,2020-10-03,2020-12-03,YouGov,B+,241,a,0.2112503,0,,,88,8,87.1141,9.5281213,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf
Trump,2022-05-01,R,2020-10-03,2020-11-03,YouGov,B+,406,a,0.35588224,0,,,84,10,83.1141,11.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf
Trump,2022-05-01,R,2020-12-03,2020-12-03,SurveyUSA,A,256,a,0.51490535,0,,,80,15,79.432309,15.483817,2022-05-01 09:17,http://www.surveyusa.com/client/PollTrack.aspx?g=41b2a625-ff4d-4ffa-99b2-de9cc09cdd58
Trump,2022-05-01,R,2020-10-03,2020-14-03,Morning Consult,B,693,a,0.30414095,0,,,83,11,84.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200333_crosstabs_CORONAVIRUS_Adults_v3_JB-2.pdf
Trump,2022-05-01,R,2020-11-03,2020-13-03,NBC News/The Wall Street Journal,B+,323,rv,0.62351238,0,,,81,14,81.763008,13.441369,2022-05-01 09:17,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html
Trump,2022-05-01,R,2020-11-03,2020-12-03,Ipsos,B-,128,a,0.11120665,0,,,86,11,87.332457,9.4255479,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf
Trump,2022-05-01,R,2020-13-03,2020-14-03,Marist College,A,243.04,rv,0.52080783,0,,,85,11,83.853841,12.205546,2022-05-01 09:17,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2003151338.pdf
Trump,2022-05-01,R,2020-13-03,2020-15-03,YouGov,B+,233,a,0.19537326,0,,,89,6,88.1141,7.5281213,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf
Trump,2022-05-01,R,2020-13-03,2020-16-03,Morning Consult,B,677,rv,0.28522845,0,,,79,14,80.303463,13.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_POLITICO_RVs_v1_AUTO.pdf
Trump,2022-05-01,R,2020-14-03,2020-15-03,Harris Insights & Analytics,B+,659,a,0.51280992,0,,,85,15,86.372116,11.991466,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/03/Harris-Poll-COVID19-Tabs_Wave-2.pdf
Trump,2022-05-01,R,2020-13-03,2020-16-03,Morning Consult,B,677,rv,0.28522845,0,,,83,10,84.303463,9.7451356,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_CORONAVIRUS_TREND_RVs_v3_JB-1.pdf
Trump,2022-05-01,R,2020-15-03,2020-17-03,YouGov,B+,382,a,0.30942057,0,,,82,13,81.1141,14.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf
Trump,2022-05-01,R,2020-16-03,2020-17-03,Ipsos,B-,387,a,0.29656616,0,,,82,15,83.332457,13.425548,2022-05-01 09:17,https://fingfx.thomsonreuters.com/gfx/mkt/13/3563/3524/Topline%20Reuters%20Coronavirus%2003%2017%202020.pdf
Trump,2022-05-01,R,2020-16-03,2020-19-03,American Research Group,C+,246,rv,0.42903203,0,,,95,2,95.875546,2.5587307,2022-05-01 09:17,https://americanresearchgroup.com/economy/
Trump,2022-05-01,R,2020-13-03,2020-22-03,Gallup,B+,318,a,0.62193678,0,,,94,6,92.032471,7.2104907,2022-05-01 09:17,https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx
Trump,2022-05-01,R,2020-17-03,2020-18-03,Harris Insights & Analytics,B+,662,a,0.48607181,0,,,86,14,87.372116,10.991466,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/04/Wave-2-3_tabs_updated-1.pdf
Trump,2022-05-01,R,2020-18-03,2020-19-03,SurveyUSA,A,307,a,0.60210296,0,,,90,6,89.432309,6.4838174,2022-05-01 09:17,http://www.surveyusa.com/client/PollReport.aspx?g=982bb407-60fd-42bc-ac07-080c7af879b2
Trump,2022-05-01,R,2020-18-03,2020-19-03,Ipsos,B-,152,a,0.1123797,0,,,92,8,93.332457,6.4255479,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf
Trump,2022-05-01,R,2020-17-03,2020-20-03,Morning Consult,B,614,rv,0.25923435,0,,,87,9,88.303463,8.7451356,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf
Trump,2022-05-01,R,2020-18-03,2020-19-03,Emerson College,A-,375,rv,0.74095912,0,,,83.5,9.2,85.451186,8.6819865,2022-05-01 09:17,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus
Trump,2022-05-01,R,2020-18-03,2020-22-03,Monmouth University,A,244,a,0.51542914,0,,,89,7,88.065257,8.3847991,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/
Trump,2022-05-01,R,2020-20-03,2020-22-03,Morning Consult,B,709,a,0.29935188,0,,,85,7,86.303463,6.7451356,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,2022-05-01,R,2020-18-03,2020-24-03,Ipsos,B-,1680,a,1.2016802,0,,,83,13,84.332457,11.425548,2022-05-01 09:17,https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf
Trump,2022-05-01,R,2020-20-03,2020-22-03,YouGov,B+,250,a,0.18689422,0,,,85,11,84.1141,12.528121,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf
Trump,2022-05-01,R,2020-19-03,2020-22-03,Rasmussen Reports/Pulse Opinion Research,B,330,lv,0.62319268,0,,,77,22,78.904689,19.728369,2022-05-01 09:17,https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020
Trump,2022-05-01,R,2020-20-03,2020-23-03,Global Strategy Group/GBAO (Navigator Research),B/C,90.825,rv,0.08827254,0,,T,89,7,88.887701,6.9639093,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
Trump,2022-05-01,R,2020-19-03,2020-24-03,Pew Research Center,B/C,4738,a,2.6663083,0,,,83,17,85.449737,14.255654,2022-05-01 09:17,https://www.people-press.org/wp-content/uploads/sites/4/2020/03/PP_2020.03.26_Coronavirus-Impact_FINAL.pdf
Trump,2022-05-01,R,2020-21-03,2020-23-03,YouGov,B+,507,a,0.37259427,0,,,91,9,90.1141,10.528121,2022-05-01 09:17,https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view
Trump,2022-05-01,R,2020-21-03,2020-22-03,Harris Insights & Analytics,B+,661,a,0.46799295,0,,,87,13,88.372116,9.991466,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/03/COVID-19-Tracker_Wave-2-4_tabs.pdf
Trump,2022-05-01,R,2020-19-03,2020-25-03,UCLA Nationscape,,2300,a,0.48347395,0,,,89,12,92.454755,9.3336808,2022-05-01 09:17,https://www.voterstudygroup.org/covid-19-updates
Trump,2022-05-01,R,2020-22-03,2020-23-03,Harris Insights & Analytics,B+,321,rv,0.22768475,0,,,86,14,87.372116,10.991466,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,2022-05-01,R,2020-21-03,2020-24-03,Global Strategy Group/GBAO (Navigator Research),B/C,88.55,rv,0.08372756,0,,T,88,8,87.887701,7.9639093,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
Trump,2022-05-01,R,2020-22-03,2020-24-03,YouGov,B+,399,a,0.28994987,0,,,89,7,88.1141,8.5281213,2022-05-01 09:17,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf
Trump,2022-05-01,R,2020-21-03,2020-24-03,Fox News/Beacon Research/Shaw & Co. Research,A,404.4,rv,0.78753353,0,,,86,13,85.519894,12.998582,2022-05-01 09:17,https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020
Trump,2022-05-01,R,2020-22-03,2020-25-03,Global Strategy Group/GBAO (Navigator Research),B/C,87.7625,rv,0.08062961,0,,T,84,11,83.887701,10.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
Trump,2022-05-01,R,2020-22-03,2020-25-03,ABC News/The Washington Post,A+,243,a,0.5275343,0,,,86,12,85.951776,11.503464,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/
Trump,2022-05-01,R,2020-24-03,2020-26-03,Harris Insights & Analytics,B+,782,rv,0.56297285,0,*,,80.5,19.5,81.872116,16.491466,2022-05-01 09:17,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf
Trump,2022-05-01,R,2020-24-03,2020-25-03,SurveyUSA,A,333,a,0.65290489,0,,,91,8,90.432309,8.4838174,2022-05-01 09:17,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
Trump,2022-05-01,R,2020-24-03,2020-26-03,Morning Consult,B,689,a,0.30046903,0,,,85,11,86.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,2022-05-01,R,2020-23-03,2020-26-03,Global Strategy Group/GBAO (Navigator Research),B/C,90.45,rv,0.0810037,0,,T,87,11,86.887701,10.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
Trump,2022-05-01,R,2020-23-03,2020-26-03,McLaughlin & Associates,C/D,330,lv,0.41845123,0,,,88,11,87.000879,11.411577,2022-05-01 09:17,https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf
Trump,2022-05-01,R,2020-25-03,2020-26-03,YouGov,B+,355,a,0.25122745,0,,,84,13,83.1141,14.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf
Trump,2022-05-01,R,2020-24-03,2020-27-03,Global Strategy Group/GBAO (Navigator Research),B/C,89.425,rv,0.07839845,0,,T,85,13,84.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
Trump,2022-05-01,R,2020-26-03,2020-27-03,Harris Insights & Analytics,B+,303,rv,0.22706743,0,,,76,24,77.372116,20.991466,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,2022-05-01,R,2020-25-03,2020-30-03,Global Strategy Group/GBAO (Navigator Research),B/C,61.02,rv,0.05148208,0,,T,85,14,84.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
Trump,2022-05-01,R,2020-26-03,2020-29-03,Change Research,B-,370,lv,0.59732462,0,,,90,10,88.919647,10.334557,2022-05-01 09:17,https://drive.google.com/file/d/1yFA1QCCOFNkt__W9Zog3MaRMj8RJCw_1/view
Trump,2022-05-01,R,2020-25-03,2020-30-03,YouGov,B+,491,a,0.34111193,0,,,94,6,93.1141,7.5281213,2022-05-01 09:17,https://www.moreincommon.com/media/z4fdmdpa/hidden-tribes_covid-19-polarization-and-the-pandemic-4-3-20.pdf
Trump,2022-05-01,R,2020-25-03,2020-30-03,Kaiser Family Foundation,,311,a,0.63647777,0,,,87,11,86.049247,11.669877,2022-05-01 09:17,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
Trump,2022-05-01,R,2020-26-03,2020-29-03,AP-NORC,,401.66,a,0.694118,0,,,82,17,85.552708,12.886398,2022-05-01 09:17,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_gov.pdf
Trump,2022-05-01,R,2020-26-03,2020-29-03,Research America Inc.,B/C,120,a,0.23228832,0,,,73,,74.514606,,2022-05-01 09:17,https://projects.fivethirtyeight.com/polls/20200407_National_ResearchAmerica_coronavirus.pdf
Trump,2022-05-01,R,2020-27-03,2020-29-03,Morning Consult,B,694,a,0.31383112,0,,,85,11,86.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,2022-05-01,R,2020-28-03,2020-30-03,Civiqs,B-,406.35,a,0.61582656,0,,,89,7,88.945595,8.7841386,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf
Trump,2022-05-01,R,2020-27-03,2020-30-03,Selzer & Co.,A+,333,a,0.73640815,0,,,86,10,85.996543,10.995877,2022-05-01 09:17,https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf
Trump,2022-05-01,R,2020-26-03,2020-31-03,Global Strategy Group/GBAO (Navigator Research),B/C,61.02,rv,0.05047781,0,,T,83,14,82.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
Trump,2022-05-01,R,2020-26-03,2020-01-04,UCLA Nationscape,,2300,a,0.38324414,0,,,88,12,91.454755,9.3336808,2022-05-01 09:17,https://www.voterstudygroup.org/covid-19-updates
Trump,2022-05-01,R,2020-27-03,2020-31-03,YouGov,B+,236,a,0.16292471,0,,,88,11,87.1141,12.528121,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/02/5e861523c5b6a9491832d32d.pdf
Trump,2022-05-01,R,2020-27-03,2020-01-04,Global Strategy Group/GBAO (Navigator Research),B/C,181.8,rv,0.14775155,0,,T,86,12,85.887701,11.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
Trump,2022-05-01,R,2020-29-03,2020-31-03,YouGov,B+,399,a,0.27452348,0,,,89,10,88.1141,11.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf
Trump,2022-05-01,R,2020-30-03,2020-02-04,Global Strategy Group/GBAO (Navigator Research),B/C,90.72,rv,0.07191409,0,,T,88,12,87.887701,11.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.02.20.pdf
Trump,2022-05-01,R,2020-31-03,2020-01-04,Morning Consult,B,692,a,0.33331542,0,,,85,11,86.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/04/2003128_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,2022-05-01,R,2020-31-03,2020-01-04,YouGov,B+,561,a,0.38669516,0,,,90,10,89.1141,11.528121,2022-05-01 09:17,https://drive.google.com/file/d/1bgUZsCC8uuAtPUlEgfFySkFuKl-oYjDK/view
Trump,2022-05-01,R,2020-31-03,2020-03-04,Global Strategy Group/GBAO (Navigator Research),B/C,89.73,rv,0.07040869,0,,T,85,14,84.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.03.20.pdf
Trump,2022-05-01,R,2020-01-04,2020-02-04,Ipsos,B-,148,a,0.14647999,0,,,91,9,92.332457,7.4255479,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-trend-wave-3.pdf
Trump,2022-05-01,R,2020-02-04,2020-03-04,Harris Insights & Analytics,B+,299,rv,0.24880863,0,,,82,18,83.372116,14.991466,2022-05-01 09:17,https://thehill.com/hilltv/491533-poll-voters-split-on-trumps-handling-of-coronavirus-pandemic
Trump,2022-05-01,R,2020-03-04,2020-04-04,YouGov,B+,216,a,0.15056253,0,,,86,12,85.1141,13.528121,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/07/5e8cfcd3c5b62459a9308880.pdf
Trump,2022-05-01,R,2020-03-04,2020-05-04,Garin-Hart-Yang Research Group,B-,371.11,rv,0.64678651,0,,,,11,,10.560252,2022-05-01 09:17,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf
Trump,2022-05-01,R,2020-03-04,2020-05-04,Morning Consult,B,684,a,0.34374269,0,,,88,11,89.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/04/200409_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,2022-05-01,R,2020-02-04,2020-06-04,Quinnipiac University,A-,581.56,rv,1.0340656,0,,,89,10,87.322975,11.392853,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3658
Trump,2022-05-01,R,2020-01-04,2020-06-04,Global Strategy Group/GBAO (Navigator Research),B/C,60.18,rv,0.04643963,0,,T,86,13,85.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.06.20.pdf
Trump,2022-05-01,R,2020-03-04,2020-07-04,Monmouth University,A,204,a,0.43000738,0,,,87,11,86.065257,12.384799,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_040820.pdf/
Trump,2022-05-01,R,2020-03-04,2020-06-04,SSRS,C,250.5,a,0.33341622,0,,,88,9,86.85123,10.507588,2022-05-01 09:17,https://cdn.cnn.com/cnn/2020/images/04/08/rel4a.-.coronavirus.pdf
Trump,2022-05-01,R,2020-02-04,2020-07-04,Global Strategy Group/GBAO (Navigator Research),B/C,60.42,rv,0.04619819,0,,T,84,14,83.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.07.20.pdf
Trump,2022-05-01,R,2020-02-04,2020-08-04,UCLA Nationscape,,2300,a,0.34880742,0,,,80,16,83.454755,13.333681,2022-05-01 09:17,https://www.voterstudygroup.org/covid-19-updates
Trump,2022-05-01,R,2020-04-04,2020-07-04,Fox News/Beacon Research/Shaw & Co. Research,A,487.08,rv,0.9358023,0,,,87,12,86.519894,11.998582,2022-05-01 09:17,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020
Trump,2022-05-01,R,2020-03-04,2020-08-04,Global Strategy Group/GBAO (Navigator Research),B/C,122.64,rv,0.09310591,0,,T,85,13,84.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.08.20.pdf
Trump,2022-05-01,R,2020-05-04,2020-07-04,YouGov,B+,362,a,0.25284762,0,,,88,8,87.1141,9.5281213,2022-05-01 09:17,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf
Trump,2022-05-01,R,2020-06-04,2020-07-04,YouGov,B+,347,a,0.2431894,0,,,83,14,82.1141,15.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/1ayt0i64g6/20200408_yahoo_coronavirus.pdf
Trump,2022-05-01,R,2020-06-04,2020-07-04,SurveyUSA,A,330,a,0.67146278,0,,,86,13,85.432309,13.483817,2022-05-01 09:17,http://www.surveyusa.com/client/PollReport.aspx?g=f0224955-d73f-4868-a4ca-7880f4b0798d
Trump,2022-05-01,R,2020-05-04,2020-09-04,Global Strategy Group/GBAO (Navigator Research),B/C,146.592,rv,0.11084647,0,,T,83,14,82.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.09.20.pdf
Trump,2022-05-01,R,2020-07-04,2020-09-04,YouGov,B+,518,a,0.36506087,0,,,87,12,86.1141,13.528121,2022-05-01 09:17,https://drive.google.com/file/d/1Hgp-3ol9cEvQXjuoaRrMJf1rlJWJSZRO/view
Trump,2022-05-01,R,2020-08-04,2020-09-04,Ipsos,B-,133,a,0.14830423,0,,,89,11,90.332457,9.4255479,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-041020_.pdf
Trump,2022-05-01,R,2020-07-04,2020-10-04,Global Strategy Group/GBAO (Navigator Research),B/C,90.45,rv,0.0679408,0,,T,83,14,82.887701,13.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.10.20.pdf
Trump,2022-05-01,R,2020-06-04,2020-12-04,SurveyMonkey,C,1901,a,1.1474081,0,,,91,8,86.527616,11.079074,2022-05-01 09:17,https://www.surveymonkey.com/curiosity/nyt-april-2020-cci/
Trump,2022-05-01,R,2020-08-04,2020-11-04,TargetSmart/William & Mary,B/C,352,rv,0.57778554,0,,,88,11,87.184059,11.305474,2022-05-01 09:17,https://insights.targetsmart.com/Analysis/covid_national_survey_april_2020/covid_toplines.pdf
Trump,2022-05-01,R,2020-10-04,2020-12-04,YouGov,B+,232,a,0.16817455,0,,,91,8,90.1141,9.5281213,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e18a0c5b63c5b58734d00.pdf
Trump,2022-05-01,R,2020-08-04,2020-13-04,Global Strategy Group/GBAO (Navigator Research),B/C,60.36,rv,0.04496259,0,,T,84,13,83.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.13.20.pdf
Trump,2022-05-01,R,2020-10-04,2020-12-04,Morning Consult,B,700,a,0.37425986,0,,,82,11,83.303463,10.745136,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/04/200430_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,2022-05-01,R,2020-08-04,2020-13-04,SSRS,C,280,a,0.36941374,0,,,85,15,83.85123,16.507588,2022-05-01 09:17,https://ssrs.com/wp-content/uploads/2020/04/SSRS-Coronavirus-Probability-Panel-Data-4.27.20-V2.pdf
Trump,2022-05-01,R,2020-09-04,2020-14-04,Global Strategy Group/GBAO (Navigator Research),B/C,60.18,rv,0.04451287,0,,T,87,12,86.887701,11.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.14.20.pdf
Trump,2022-05-01,R,2020-10-04,2020-13-04,Harris Insights & Analytics,B+,913,rv,0.77850559,0,,,84,16,85.372116,12.991466,2022-05-01 09:17,https://thehill.com/hilltv/what-americas-thinking/492603-poll-trump-approval-remains-steady-at-48-percent
Trump,2022-05-01,R,2020-09-04,2020-15-04,UCLA Nationscape,,2300,a,0.33473409,0,,,81,16,84.454755,13.333681,2022-05-01 09:17,https://www.voterstudygroup.org/covid-19-updates
Trump,2022-05-01,R,2020-11-04,2020-14-04,Civiqs,B-,432,a,0.62145619,0,,,87,9,86.945595,10.784139,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf
Trump,2022-05-01,R,2020-10-04,2020-15-04,Global Strategy Group/GBAO (Navigator Research),B/C,177.625,rv,0.130725,0,,T,87,12,86.887701,11.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.15.20.pdf
Trump,2022-05-01,R,2020-12-04,2020-14-04,YouGov,B+,371,a,0.27235848,0,,,84,12,83.1141,13.528121,2022-05-01 09:17,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf
Trump,2022-05-01,R,2020-14-04,2020-14-04,Data for Progress,B,381,a,0.49917313,0,,,83.77,13.92,84.019014,13.573763,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1KKNL9a_uVJK36tOaR9_Eepcw4bKWrwTew85dwGyY_S0/edit
Trump,2022-05-01,R,2020-14-04,2020-16-04,Harris Insights & Analytics,B+,818,rv,0.71873894,0,,,84,16,85.372116,12.991466,2022-05-01 09:17,https://harvardharrispoll.com/wp-content/uploads/2020/04/j17063-QHHP041220-PostWtd-Ban1-Sec1-Filtered-16-Apr-2020.pdf
Trump,2022-05-01,R,2020-13-04,2020-16-04,Global Strategy Group/GBAO (Navigator Research),B/C,90.99,rv,0.06661695,0,,T,86,13,85.887701,12.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.16.20.pdf
Trump,2022-05-01,R,2020-14-04,2020-17-04,Global Strategy Group/GBAO (Navigator Research),B/C,89.73,rv,0.06549298,0,,T,88,11,87.887701,10.963909,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.17.20.pdf
Trump,2022-05-01,R,2020-15-04,2020-16-04,Ipsos,B-,128,a,0.13789015,0,,,86,14,87.332457,12.425548,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline_abc_ipsos_poll_april_16_2020_trend.pdf
