Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category
495854,0,0,0,0,None,None,None,28-Jan-05,,
495855,0,0,0,0,None,None,None,28-Jan-05,,
495856,0,0,0,0,None,None,None,28-Jan-05,,
495857,0,0,0,0,None,None,None,28-Jan-05,,
495858,0,0,0,0,None,None,None,28-Jan-05,,
495859,0,0,0,0,None,None,None,28-Jan-05,,
495860,0,0,0,0,None,None,None,28-Jan-05,,
495861,0,0,0,0,None,None,None,28-Jan-05,,
495862,0,1,0,1,0,None,43,28-Jan-05,D,
495863,0,0,0,0,1,77,40,28-Jan-05,C,Others
495864,0,0,0,0,None,None,None,28-Jan-05,,
495865,0,0,0,0,None,None,None,28-Jan-05,D,
495866,0,0,0,0,None,None,None,28-Jan-05,,
495867,0,0,0,0,None,None,None,28-Jan-05,,
495868,0,0,0,0,None,None,None,28-Jan-05,,
495869,0,0,0,0,None,None,None,28-Jan-05,,
495870,0,0,0,0,None,None,None,28-Jan-05,,
495871,0,0,0,0,2,None,47,28-Jan-05,B,Technology
495872,0,0,0,0,2,None,41,28-Jan-05,E,Others
495873,0,0,0,0,None,None,None,28-Jan-05,,
495874,0,0,0,0,None,None,None,28-Jan-05,,
495875,0,0,0,0,None,None,None,28-Jan-05,,
495876,0,0,0,0,None,None,None,28-Jan-05,,
495877,0,0,0,0,None,None,None,28-Jan-05,,
495878,0,0,0,0,None,None,None,28-Jan-05,,
495879,0,0,0,0,None,None,None,28-Jan-05,,
495880,0,0,0,0,None,None,None,28-Jan-05,,
495881,0,0,0,0,None,None,None,28-Jan-05,,
495882,1,1,0,0,0,None,49,28-Jan-05,C,
495883,0,0,0,0,None,None,None,28-Jan-05,,
495884,0,0,0,0,0,None,40,28-Jan-05,B,Software Industry
495885,0,0,0,0,None,None,None,28-Jan-05,,
495886,0,0,0,0,None,None,None,28-Jan-05,H,
495888,0,0,0,0,None,None,None,28-Jan-05,,
495889,0,0,0,0,None,None,None,28-Jan-05,,
495890,0,0,0,0,None,None,None,28-Jan-05,,
495891,0,1,0,1,2,None,45,28-Jan-05,D,Software Industry
495892,0,0,0,0,None,None,None,28-Jan-05,,
495893,0,0,0,0,None,None,None,28-Jan-05,,
495894,0,0,0,0,None,None,None,01-Feb-05,,
495895,0,0,0,0,None,None,None,01-Feb-05,,
495896,0,0,0,0,None,None,None,01-Feb-05,D,
495897,0,0,0,0,None,None,None,01-Feb-05,A,
495898,0,0,0,0,None,None,None,01-Feb-05,,
495899,0,0,0,0,None,None,None,01-Feb-05,,
495900,0,0,0,0,None,None,None,01-Feb-05,,
495901,1,1,1,1,1,None,51,01-Feb-05,H,Education
495902,0,0,0,0,None,None,None,01-Feb-05,B,
495903,0,0,0,0,None,None,None,01-Feb-05,,
495904,0,0,0,0,None,None,None,01-Feb-05,,
495905,0,0,0,0,None,None,None,01-Feb-05,,
495906,0,0,0,0,2,84,45,01-Feb-05,E,Technology
495907,0,0,0,0,None,None,None,01-Feb-05,,
495908,0,0,0,0,None,None,None,01-Feb-05,H,
495909,0,0,0,0,0,None,42,01-Feb-05,I,
495910,0,0,0,0,None,None,None,01-Feb-05,,
495911,0,0,0,0,None,None,None,01-Feb-05,,
495912,0,0,0,0,None,None,None,01-Feb-05,,
495913,0,0,0,0,None,None,None,01-Feb-05,,
495914,0,0,0,0,None,None,None,01-Feb-05,,
495916,0,0,0,0,None,None,None,01-Feb-05,,
495917,0,0,0,0,None,None,None,01-Feb-05,,
495918,0,0,0,0,None,None,None,01-Feb-05,,
495919,0,0,0,0,None,None,None,01-Feb-05,,
495920,0,0,0,0,None,None,None,01-Feb-05,,
495921,0,0,0,0,None,None,None,01-Feb-05,,
495922,0,0,0,0,None,None,None,01-Feb-05,,
495923,0,0,0,0,None,None,None,01-Feb-05,,
495924,0,0,0,0,None,None,None,01-Feb-05,,
495925,0,0,0,0,None,None,None,01-Feb-05,,
495926,0,0,0,0,None,None,None,01-Feb-05,,
495927,0,0,0,0,None,None,None,05-Feb-05,,
495928,0,1,0,1,2,None,47,05-Feb-05,I,Others
495929,0,0,0,0,None,None,None,05-Feb-05,,
495930,0,0,0,0,None,None,None,05-Feb-05,,
495931,0,0,0,0,None,None,None,09-Feb-05,,
495932,0,0,0,0,None,None,None,13-Jun-04,,
495933,0,0,0,0,None,None,None,09-Feb-05,,
495934,0,0,0,0,None,None,None,09-Feb-05,,
495935,0,0,0,0,None,None,None,09-Feb-05,E,
495936,0,0,0,0,None,None,None,09-Feb-05,,
495937,0,0,0,0,None,None,None,09-Feb-05,,
495938,0,0,0,0,None,None,None,09-Feb-05,,
495939,0,0,0,0,None,None,None,09-Feb-05,,
495941,0,0,0,0,None,None,None,09-Feb-05,,
495942,0,0,0,0,None,None,None,09-Feb-05,,
495943,0,0,0,0,None,None,None,09-Feb-05,,
495944,0,0,0,0,None,None,None,09-Feb-05,D,
495945,0,1,0,0,0,None,38,09-Feb-05,B,Education
495946,0,0,0,0,None,None,None,09-Feb-05,,
495947,0,0,0,0,None,None,None,09-Feb-05,,
495948,1,0,0,0,None,None,36,09-Feb-05,D,
495949,0,0,0,0,None,None,None,09-Feb-05,,
495950,0,0,0,0,None,None,None,09-Feb-05,,
495952,0,0,0,0,4,88,38,09-Feb-05,F,Education
495953,0,0,0,0,2,67,45,09-Feb-05,H,
495954,0,0,0,0,None,None,None,09-Feb-05,,
495956,0,0,0,0,None,None,None,09-Feb-05,,
495957,0,0,0,0,None,None,None,09-Feb-05,,
495959,0,0,0,0,None,None,None,09-Feb-05,D,
495960,0,0,0,0,None,None,None,09-Feb-05,,
495961,0,0,0,0,None,None,None,09-Feb-05,,
495962,0,0,0,0,None,None,None,09-Feb-05,,
495963,0,0,0,0,0,None,45,09-Feb-05,A,
495964,1,0,0,0,0,None,36,09-Feb-05,,
495965,0,0,0,0,None,None,None,09-Feb-05,E,
495967,0,0,0,0,None,None,None,09-Feb-05,A,
495968,0,0,0,0,None,None,None,09-Feb-05,,
495969,0,0,0,0,None,None,None,09-Feb-05,A,
495971,0,0,0,0,None,None,None,09-Feb-05,,
495972,0,0,0,0,None,None,41,09-Feb-05,G,
495973,0,0,0,0,None,None,None,09-Feb-05,,
495974,0,0,0,0,None,None,None,09-Feb-05,,
495975,1,0,1,0,1,None,39,09-Feb-05,H,Technology
495976,0,0,0,0,None,None,None,09-Feb-05,,
495977,0,0,0,0,None,None,None,09-Feb-05,,
495978,0,0,0,0,None,None,None,09-Feb-05,,
495979,0,0,0,0,None,None,None,09-Feb-05,,
495980,0,0,0,0,None,None,None,09-Feb-05,,
495981,0,0,0,0,None,None,None,09-Feb-05,,
495983,0,0,0,0,None,None,None,09-Feb-05,F,
495984,0,0,0,0,None,None,None,09-Feb-05,,
495985,0,0,0,0,None,None,None,09-Feb-05,B,
495986,0,0,0,0,None,None,None,09-Feb-05,,
495988,0,0,0,0,None,None,None,09-Feb-05,,
495989,0,0,0,0,None,None,None,09-Feb-05,,
495990,0,0,0,0,None,None,None,09-Feb-05,,
495991,0,0,0,0,None,None,None,09-Feb-05,,
495992,0,0,0,0,None,None,None,09-Feb-05,,
495993,0,0,0,0,None,None,None,09-Feb-05,,
495994,0,0,0,0,None,None,None,09-Feb-05,,
495996,0,0,0,0,None,None,None,09-Feb-05,,
495997,0,0,0,0,1,78.40333333,40,09-Feb-05,E,Software Industry
495998,0,0,0,0,None,None,None,09-Feb-05,,
495999,0,0,0,0,None,None,None,09-Feb-05,,
496000,0,0,0,0,None,None,None,09-Feb-05,,
496001,0,1,0,1,0,None,45,09-Feb-05,D,Health
496002,0,0,0,0,None,None,None,09-Feb-05,,
496003,0,0,0,0,3,78.6975,46,09-Feb-05,C,Consulting
496004,0,0,0,0,None,None,None,09-Feb-05,,
496005,0,0,0,0,None,None,None,09-Feb-05,,
496006,1,1,0,0,0,None,44,09-Feb-05,H,Education
496008,0,0,0,0,0,None,47,09-Feb-05,,BFSI
496009,0,0,0,0,None,None,None,09-Feb-05,B,
496012,0,0,0,0,None,None,None,09-Feb-05,E,
496014,0,0,0,0,None,None,None,09-Feb-05,,
496015,0,0,0,0,None,None,None,09-Feb-05,,
496016,0,0,0,0,1,69,47,09-Feb-05,G,
496017,0,0,0,0,None,None,None,09-Feb-05,,
496018,1,1,0,0,0,None,45,09-Feb-05,C,
496019,0,0,0,0,None,None,None,09-Feb-05,H,
496020,0,0,0,0,None,None,None,09-Feb-05,D,
496021,0,0,0,0,None,None,None,09-Feb-05,E,
496022,0,0,0,0,None,None,None,09-Feb-05,,
496024,0,0,0,0,None,None,None,09-Feb-05,,
496025,0,0,0,0,None,None,None,09-Feb-05,,
496026,0,0,0,0,None,None,None,09-Feb-05,,
496027,0,0,0,0,None,None,None,09-Feb-05,,
496028,0,0,0,0,None,None,None,09-Feb-05,,
496029,0,0,0,0,None,None,None,09-Feb-05,,
496030,0,0,0,0,None,None,None,09-Feb-05,,
496031,0,0,0,0,None,None,None,09-Feb-05,,
496032,0,0,0,0,None,None,None,09-Feb-05,,
496034,0,0,0,0,None,None,None,09-Feb-05,,
496035,0,0,0,0,3,79,43,09-Feb-05,C,Technology
496036,0,1,0,0,2,None,40,09-Feb-05,D,Others
496037,0,0,0,0,None,None,None,09-Feb-05,,
496038,0,0,0,0,None,None,None,09-Feb-05,,
496039,0,0,0,0,None,None,None,09-Feb-05,,
496040,0,0,0,0,None,None,None,09-Feb-05,,
496041,0,0,0,0,None,None,None,09-Feb-05,,
496043,0,0,0,0,0,None,44,09-Feb-05,B,Manufacturing
496044,0,0,0,0,None,None,None,09-Feb-05,,
496045,0,0,0,0,None,None,None,09-Feb-05,,
496046,0,0,0,0,None,None,None,09-Feb-05,B,
496047,0,0,0,0,None,None,None,09-Feb-05,,
496048,0,0,0,0,None,None,None,09-Feb-05,,
496049,0,0,0,0,None,None,None,09-Feb-05,,
496050,0,0,0,0,None,None,None,09-Feb-05,,
496051,0,0,0,0,None,None,47,09-Feb-05,B,
496052,0,0,0,0,None,None,None,09-Feb-05,,
496053,0,0,0,0,None,None,None,09-Feb-05,,
496054,0,0,0,0,None,None,None,09-Feb-05,,
496055,0,0,0,0,None,None,None,09-Feb-05,,
496056,0,0,0,0,None,None,None,09-Feb-05,,
496057,0,0,0,0,None,None,None,09-Feb-05,,
496058,0,0,0,0,None,None,None,09-Feb-05,,
496060,0,0,0,0,None,None,None,09-Feb-05,,
496061,0,0,0,0,None,None,None,09-Feb-05,,
496063,0,0,0,0,None,None,None,09-Feb-05,,
496064,0,0,0,0,None,None,None,09-Feb-05,,
496065,0,0,0,0,None,None,None,09-Feb-05,,
496066,0,0,0,0,None,None,None,09-Feb-05,,
496067,0,0,0,0,None,None,None,09-Feb-05,,
496068,0,0,0,0,0,None,73,09-Feb-05,,
496069,0,0,0,0,None,None,None,09-Feb-05,,
496071,0,0,0,0,1,80,46,09-Feb-05,G,
496072,0,0,0,0,None,None,None,09-Feb-05,,
496073,0,0,0,0,None,None,None,09-Feb-05,,
496074,0,0,0,0,None,None,None,09-Feb-05,,
496075,0,0,0,0,None,None,None,09-Feb-05,,
496076,0,0,0,0,None,None,None,09-Feb-05,,
496077,0,0,0,0,None,None,None,09-Feb-05,,
496078,0,0,0,0,None,None,None,09-Feb-05,,
496080,0,0,0,0,None,None,None,09-Feb-05,,
496081,0,0,0,0,0,None,74,09-Feb-05,,
496084,0,0,0,0,None,None,None,09-Feb-05,,
496085,0,0,0,0,0,None,42,09-Feb-05,B,
496086,0,0,0,0,None,None,None,09-Feb-05,B,
496087,0,0,0,0,None,None,None,09-Feb-05,,
496088,0,0,0,0,None,None,None,09-Feb-05,,
496089,0,0,0,0,None,None,None,09-Feb-05,,
496090,0,0,0,0,0,None,69,09-Feb-05,A,Others
496091,0,0,0,0,None,None,None,09-Feb-05,,
496092,0,0,0,0,None,None,None,09-Feb-05,,
496093,0,0,0,0,None,None,None,09-Feb-05,,
496094,0,0,0,0,None,None,None,09-Feb-05,,
496095,0,0,0,0,None,None,None,09-Feb-05,,
496096,0,0,0,0,None,None,None,09-Feb-05,,
496097,0,0,0,0,3,75,46,09-Feb-05,B,Software Industry
496098,0,0,0,0,None,None,None,09-Feb-05,,
496099,0,0,0,0,None,None,None,09-Feb-05,,
496100,0,0,0,0,None,None,None,09-Feb-05,,
496101,0,0,0,0,None,None,None,09-Feb-05,,
496102,0,0,0,0,None,None,None,09-Feb-05,B,
496104,0,0,0,0,None,None,None,09-Feb-05,,
496105,0,0,0,0,None,None,None,09-Feb-05,,
496106,0,0,0,0,None,None,None,09-Feb-05,,
496107,0,0,0,0,None,None,None,09-Feb-05,,
496108,0,1,0,0,None,None,37,09-Feb-05,B,
496109,0,0,0,0,None,None,None,09-Feb-05,,
496110,0,0,0,0,None,None,None,09-Feb-05,,
496111,0,0,0,0,None,None,None,09-Feb-05,,
496112,0,0,0,0,2,75,48,09-Feb-05,G,Health
496113,0,0,0,0,None,None,None,09-Feb-05,B,
496114,1,1,1,1,0,None,39,09-Feb-05,A,Others
496115,0,0,0,0,None,None,None,09-Feb-05,,
496116,0,0,0,0,None,None,None,09-Feb-05,,
496117,0,0,0,0,0,78,48,09-Feb-05,E,Education
496118,0,0,0,0,None,None,None,09-Feb-05,,
496120,0,0,0,0,2,None,45,09-Feb-05,H,Consulting
496121,0,0,0,0,None,None,None,09-Feb-05,G,
496122,0,0,0,0,None,None,None,09-Feb-05,A,
496123,0,0,0,0,None,None,None,09-Feb-05,,
496124,0,0,0,0,3,None,55,09-Feb-05,,Retail
496125,0,0,0,0,None,None,None,09-Feb-05,,
496126,0,0,0,0,None,None,None,09-Feb-05,,
496127,0,0,0,0,None,None,None,09-Feb-05,,
496128,0,0,0,0,None,None,None,09-Feb-05,,
496129,0,0,0,0,3,84,47,09-Feb-05,G,Others
496130,0,0,0,0,None,None,None,09-Feb-05,B,
496131,0,0,0,0,None,None,None,09-Feb-05,,
496132,0,0,0,0,None,None,None,09-Feb-05,,
496133,0,0,0,0,None,None,None,09-Feb-05,,
496134,0,0,0,0,None,None,None,09-Feb-05,,
496135,0,0,0,0,None,None,None,09-Feb-05,,
496136,0,0,0,0,0,None,53,09-Feb-05,A,BFSI
496138,0,0,0,0,None,None,None,09-Feb-05,,
496139,0,0,0,0,None,None,None,09-Feb-05,,
496140,0,0,0,0,None,None,None,09-Feb-05,,
496141,0,0,0,0,None,None,None,09-Feb-05,,
496142,0,0,0,0,0,None,54,09-Feb-05,I,
496145,0,0,0,0,None,None,None,09-Feb-05,,
496146,0,0,0,0,3,None,43,09-Feb-05,D,Software Industry
496147,0,0,0,0,None,None,None,09-Feb-05,,
496148,0,0,0,0,None,None,None,09-Feb-05,,
496149,0,0,0,0,None,None,None,09-Feb-05,H,
496150,0,0,0,0,None,None,None,09-Feb-05,,
496151,0,0,0,0,None,None,None,09-Feb-05,B,
496152,1,1,0,0,0,None,63,09-Feb-05,,Education
496153,0,0,0,0,None,None,None,09-Feb-05,,
496154,0,0,0,0,None,None,None,09-Feb-05,,
496155,0,0,0,0,None,None,None,09-Feb-05,,
496156,0,0,0,0,None,None,None,09-Feb-05,,
496157,0,0,0,0,None,None,None,09-Feb-05,,
496158,0,0,0,0,None,None,None,09-Feb-05,,
496159,0,0,0,0,None,None,None,09-Feb-05,,
496160,0,0,0,0,None,None,None,09-Feb-05,B,
496161,0,0,0,0,0,None,41,09-Feb-05,B,
496162,0,0,0,0,None,None,None,09-Feb-05,,
496164,0,0,0,0,None,None,None,09-Feb-05,G,
496165,0,1,0,0,0,None,49,09-Feb-05,G,
496166,0,0,0,0,None,None,None,09-Feb-05,,
496167,0,0,0,0,None,None,None,09-Feb-05,,
496168,0,0,0,0,None,None,None,09-Feb-05,,
496169,0,0,0,0,None,None,None,09-Feb-05,,
496170,0,1,0,1,0,None,50,09-Feb-05,F,BFSI
496171,0,0,0,0,None,None,None,09-Feb-05,,
496172,0,0,0,0,None,None,None,09-Feb-05,,
496173,0,0,0,0,None,None,None,09-Feb-05,,
496174,0,1,1,0,0,None,48,09-Feb-05,E,Technology
496175,0,0,0,0,None,None,None,09-Feb-05,,
496176,0,0,0,0,None,None,None,09-Feb-05,,
496177,0,0,0,0,None,None,None,09-Feb-05,,
496178,0,0,0,0,None,None,None,09-Feb-05,,
496180,0,0,0,0,None,None,None,09-Feb-05,,
496181,0,0,0,0,None,None,None,09-Feb-05,,
496184,0,0,0,0,None,None,None,09-Feb-05,,
496185,0,0,0,0,None,None,None,09-Feb-05,,
496186,0,0,0,0,None,None,None,09-Feb-05,A,
496187,0,0,0,0,None,None,None,09-Feb-05,,
496188,0,0,0,0,None,None,None,09-Feb-05,,
496190,0,0,0,0,None,None,None,09-Feb-05,,
496191,0,0,0,0,2,70,46,09-Feb-05,D,Technology
496192,0,1,0,0,2,None,47,09-Feb-05,,
496193,0,0,0,0,None,None,None,09-Feb-05,,
496195,0,0,0,0,None,None,None,09-Feb-05,,
496196,0,0,0,0,None,None,None,09-Feb-05,,
496197,0,0,0,0,None,None,None,09-Feb-05,,
496198,0,0,0,0,None,None,None,09-Feb-05,E,
496199,0,0,0,0,None,None,None,09-Feb-05,,
496200,0,0,0,0,2,70,44,09-Feb-05,G,Education
496201,0,0,0,0,None,None,None,09-Feb-05,,
496202,0,0,0,0,None,None,None,09-Feb-05,,
496203,0,0,0,0,None,None,None,09-Feb-05,,
496204,0,0,0,0,None,None,None,09-Feb-05,,
496205,0,0,0,0,None,None,None,09-Feb-05,,
496206,0,0,0,0,None,None,None,09-Feb-05,,
496207,0,0,0,0,None,None,None,09-Feb-05,,
496208,0,0,0,0,0,None,72,09-Feb-05,E,
496209,0,1,1,0,0,None,74,09-Feb-05,F,Others
496211,0,0,0,0,1,None,37,09-Feb-05,H,Manufacturing
496212,0,0,0,0,None,None,None,09-Feb-05,,
496215,0,0,0,0,None,None,None,09-Feb-05,,
496216,0,0,0,0,None,None,None,09-Feb-05,E,
496217,0,0,0,0,None,None,None,09-Feb-05,,
496218,0,0,0,0,None,None,None,09-Feb-05,,
496219,0,0,0,0,None,None,None,09-Feb-05,E,
496220,1,1,1,0,3,89,46,09-Feb-05,E,Technology
496221,0,1,0,0,None,None,74,09-Feb-05,B,
496222,0,0,0,0,None,None,None,09-Feb-05,,
496223,0,0,0,0,None,None,None,09-Feb-05,E,
496224,0,0,0,0,None,None,None,09-Feb-05,,
496225,0,0,0,0,None,None,None,09-Feb-05,,
496226,0,0,0,0,None,None,None,09-Feb-05,,
496227,0,0,0,0,None,None,None,09-Feb-05,,
496228,0,0,0,0,None,None,None,09-Feb-05,,
496230,0,0,0,0,None,None,None,09-Feb-05,H,
496231,0,0,0,0,None,None,None,09-Feb-05,,
496232,0,0,0,0,None,None,None,09-Feb-05,,
496233,0,0,0,0,None,None,None,09-Feb-05,A,
496234,0,0,0,0,None,None,None,09-Feb-05,,
496235,0,0,0,0,None,None,None,09-Feb-05,,
496237,0,1,0,0,None,None,72,09-Feb-05,,
496238,0,0,0,0,None,None,None,09-Feb-05,,
496239,0,0,0,0,None,None,None,09-Feb-05,,
496240,0,0,0,0,None,None,None,09-Feb-05,,
496241,0,0,0,0,None,None,None,09-Feb-05,,
496242,0,0,0,0,None,None,None,09-Feb-05,,
496243,0,0,0,0,0,None,74,09-Feb-05,A,Consulting
496244,0,0,0,0,None,None,None,09-Feb-05,,
496245,0,0,0,0,None,None,None,09-Feb-05,H,
496246,0,0,0,0,None,None,None,09-Feb-05,,
496247,0,0,0,0,None,None,None,09-Feb-05,I,
496249,0,0,0,0,None,None,None,09-Feb-05,,
496251,0,0,0,0,None,None,None,09-Feb-05,A,
496252,0,0,0,0,None,None,None,09-Feb-05,I,
496253,0,0,0,0,None,None,None,09-Feb-05,,
496254,0,0,0,0,None,None,None,09-Feb-05,,
496255,0,0,0,0,None,None,None,09-Feb-05,,
496256,0,0,0,0,None,None,None,09-Feb-05,,
496257,0,0,0,0,None,None,None,09-Feb-05,,
496258,0,0,0,0,None,None,49,09-Feb-05,,
496259,0,0,0,0,None,None,None,09-Feb-05,,
496260,0,0,0,0,None,None,None,09-Feb-05,,
496261,0,0,0,0,None,None,None,09-Feb-05,,
496262,0,0,0,0,None,None,None,09-Feb-05,,
496263,0,0,0,0,None,None,None,09-Feb-05,,
496264,0,0,0,0,None,None,None,09-Feb-05,,
496265,0,0,0,0,None,None,None,09-Feb-05,,
496266,0,0,0,0,None,None,None,09-Feb-05,,
496267,0,0,0,0,None,None,None,09-Feb-05,,
496268,0,0,0,0,None,None,None,09-Feb-05,,
496269,0,0,0,0,None,None,None,09-Feb-05,,
496271,0,0,0,0,None,None,None,09-Feb-05,,
496272,0,0,0,0,None,None,None,09-Feb-05,,
496273,0,0,0,0,None,None,None,09-Feb-05,,
496274,0,0,0,0,None,None,None,09-Feb-05,,
496275,0,0,0,0,None,None,None,09-Feb-05,,
496276,0,0,0,0,None,None,None,09-Feb-05,,
496277,0,0,0,0,None,None,None,09-Feb-05,,
496278,0,0,0,0,None,None,None,09-Feb-05,,
496279,0,0,0,0,None,None,None,09-Feb-05,,
496280,0,0,0,0,None,None,None,09-Feb-05,,
496284,0,0,0,0,None,None,None,09-Feb-05,,
496285,0,0,1,0,0,None,44,09-Feb-05,D,
496286,0,0,0,0,None,None,None,09-Feb-05,,
496287,0,0,0,0,None,None,None,09-Feb-05,,
496288,0,0,0,0,None,None,None,09-Feb-05,,
496289,0,0,0,0,None,None,None,09-Feb-05,,
496291,0,0,0,0,None,None,None,09-Feb-05,,
496292,0,0,0,0,None,None,None,09-Feb-05,,
496293,0,0,0,0,None,None,None,09-Feb-05,,
496294,0,0,0,0,None,None,None,09-Feb-05,,
496295,0,0,0,0,None,None,None,09-Feb-05,,
496296,0,0,0,0,None,None,None,09-Feb-05,,
496297,0,0,0,0,None,None,None,09-Feb-05,,
496298,0,0,0,0,None,None,None,09-Feb-05,,
496300,0,0,0,0,3,None,48,09-Feb-05,H,Manufacturing
496301,0,0,0,0,None,None,None,09-Feb-05,,
496302,0,0,0,0,None,None,None,09-Feb-05,,
496303,0,0,0,0,None,None,None,09-Feb-05,,
496305,0,0,0,0,None,None,None,09-Feb-05,B,
496306,0,0,0,0,None,None,None,09-Feb-05,B,
496307,0,0,0,0,None,None,None,09-Feb-05,,
496308,0,0,0,0,None,None,None,09-Feb-05,,
496309,0,0,0,0,None,None,None,09-Feb-05,,
496310,0,0,0,0,None,None,None,09-Feb-05,,
496311,0,0,0,0,None,None,None,09-Feb-05,,
496312,0,0,0,0,None,None,None,09-Feb-05,,
496313,0,0,0,0,None,None,None,09-Feb-05,A,
496316,0,0,0,0,None,None,None,09-Feb-05,,
496317,0,0,0,0,None,None,None,09-Feb-05,,
496318,0,0,0,0,None,None,None,09-Feb-05,,
496319,0,0,0,0,None,None,None,09-Feb-05,,
496320,0,0,0,0,None,None,None,09-Feb-05,,
496321,0,0,0,0,None,None,None,09-Feb-05,,
496322,0,0,0,0,None,None,None,09-Feb-05,,
496323,0,0,0,0,None,None,None,09-Feb-05,D,
496324,0,0,0,0,None,None,None,09-Feb-05,,
496325,0,0,0,0,None,None,None,09-Feb-05,,
496326,0,0,0,0,0,None,45,09-Feb-05,,
496327,0,0,0,0,None,None,None,09-Feb-05,,
496328,0,0,0,0,None,None,None,09-Feb-05,,
496329,0,0,0,0,None,None,None,09-Feb-05,,
496330,0,0,0,0,None,None,None,09-Feb-05,,
496331,0,0,0,0,None,None,None,09-Feb-05,,
496332,0,0,0,0,None,None,None,09-Feb-05,,
496334,0,0,0,0,None,None,None,09-Feb-05,,
496335,0,0,0,0,None,None,None,09-Feb-05,,
496336,0,0,0,0,None,None,None,09-Feb-05,,
496337,0,0,0,0,None,None,None,09-Feb-05,,
496338,0,0,0,0,None,None,None,09-Feb-05,,
496339,0,0,0,0,None,None,None,09-Feb-05,,
496341,0,0,0,0,None,None,None,09-Feb-05,,
496342,0,0,0,0,None,None,None,09-Feb-05,B,
496343,0,0,0,0,None,None,None,09-Feb-05,,
496344,1,1,0,0,0,None,44,09-Feb-05,E,Others
496345,0,0,0,0,None,None,None,09-Feb-05,,
496346,0,0,0,0,None,None,None,09-Feb-05,,
496347,0,0,0,0,None,None,None,09-Feb-05,,
496348,0,0,0,0,None,None,None,09-Feb-05,,
496349,0,0,0,0,None,None,None,09-Feb-05,,
496350,0,0,0,0,None,None,None,09-Feb-05,,
496351,0,0,0,0,None,None,None,09-Feb-05,,
496353,0,0,0,0,None,None,None,09-Feb-05,D,
496354,0,0,0,0,None,None,None,09-Feb-05,,
496355,0,0,0,0,None,None,None,09-Feb-05,I,
496356,0,0,0,0,None,None,None,09-Feb-05,,
496357,0,1,0,0,2,None,46,09-Feb-05,H,Technology
496358,0,0,0,0,0,None,43,09-Feb-05,B,
496359,0,0,0,0,None,None,None,09-Feb-05,,
496361,0,0,0,0,None,None,None,09-Feb-05,,
496362,0,0,0,0,None,None,None,09-Feb-05,,
496363,0,0,0,0,None,None,None,09-Feb-05,,
496364,0,0,0,0,0,None,47,09-Feb-05,D,
496365,0,0,0,0,None,None,None,09-Feb-05,,
496366,0,0,0,0,None,None,None,09-Feb-05,,
496367,0,0,0,0,None,None,None,09-Feb-05,,
496368,0,0,0,0,None,None,None,09-Feb-05,,
496369,0,0,0,0,None,None,None,09-Feb-05,,
496370,0,0,0,0,None,None,None,09-Feb-05,,
496371,0,0,0,0,None,None,None,09-Feb-05,,
496372,0,0,0,0,None,None,None,09-Feb-05,,
496373,0,0,0,0,None,None,None,09-Feb-05,,
496374,0,0,0,0,None,None,None,09-Feb-05,,
496375,0,0,0,0,None,None,None,09-Feb-05,,
496376,0,0,0,0,None,None,None,09-Feb-05,,
496377,0,1,1,1,0,None,51,09-Feb-05,E,
496378,0,0,0,0,None,None,None,09-Feb-05,,
496379,0,0,0,0,None,None,None,09-Feb-05,,
496380,0,0,0,0,None,None,None,09-Feb-05,,
496381,0,0,0,0,None,None,None,09-Feb-05,,
496382,0,0,0,0,None,None,None,09-Feb-05,D,
496383,0,0,0,0,None,None,73,09-Feb-05,B,
496384,0,0,0,0,0,None,72,09-Feb-05,,
496385,0,0,0,0,None,None,None,09-Feb-05,,
496386,0,0,0,0,None,None,None,09-Feb-05,,
496387,0,0,0,0,None,None,None,09-Feb-05,,
496388,0,0,0,0,None,None,None,09-Feb-05,,
496389,0,0,0,0,0,None,44,09-Feb-05,D,BFSI
496392,0,0,0,0,None,None,None,09-Feb-05,,
496393,0,0,0,0,None,None,None,09-Feb-05,,
496394,0,0,0,0,None,None,None,09-Feb-05,,
496395,0,0,0,0,None,None,None,09-Feb-05,,
496399,0,0,0,0,None,None,None,09-Feb-05,,
496400,0,0,0,0,None,None,None,09-Feb-05,,
496401,0,0,0,0,None,None,None,09-Feb-05,,
496404,0,0,0,0,None,None,None,09-Feb-05,,
496405,0,0,0,0,None,None,None,09-Feb-05,,
496406,0,0,0,0,None,None,None,09-Feb-05,,
496407,0,1,0,0,0,None,73,09-Feb-05,B,Retail
496408,0,0,0,0,3,None,71,09-Feb-05,H,Technology
496409,0,0,0,0,None,None,None,09-Feb-05,,
496410,0,0,0,0,0,None,54,09-Feb-05,B,Consulting
496411,0,0,0,0,None,None,None,09-Feb-05,,
496412,0,0,0,1,None,None,37,09-Feb-05,D,
496414,0,0,0,0,None,None,None,09-Feb-05,,
496415,0,0,0,0,None,None,None,09-Feb-05,,
496416,0,0,0,0,None,None,None,09-Feb-05,D,
496417,0,0,0,0,None,None,None,09-Feb-05,,
496418,0,0,0,0,None,None,None,09-Feb-05,,
496419,0,0,0,0,None,None,None,09-Feb-05,,
496420,0,0,0,0,None,None,None,15-Feb-05,,
496421,0,0,0,0,4,None,45,15-Feb-05,D,
