Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category
489229,0,1,0,1,4,None,51,2004-02-02,H,BFSI
489230,0,1,0,0,3,None,54,2004-02-02,B,Education
489231,0,0,0,0,1,71.52333333,42,2004-02-02,E,Technology
489232,0,0,0,0,None,None,None,2004-02-02,,
489233,0,0,0,0,4,78,55,2004-02-02,B,Others
489234,1,1,1,0,0,None,42,2004-02-02,C,
489235,0,0,0,0,0,None,42,2004-02-02,I,
489236,0,0,0,0,None,None,None,2004-02-02,,
489237,1,1,1,1,0,None,45,2004-02-02,I,Technology
489239,0,0,0,0,None,None,None,2004-02-02,H,
489240,0,0,0,0,None,None,None,2004-02-02,D,
489241,0,0,0,0,None,None,None,2004-02-02,,
489242,0,0,0,0,None,None,None,2004-02-02,C,
489244,0,0,0,0,None,None,None,2004-02-02,,
489245,0,0,0,0,1,None,41,2004-02-02,B,
489246,0,0,0,0,None,None,None,2004-02-02,G,
489247,0,0,0,0,0,None,74,2004-02-02,D,
489248,0,0,0,0,None,None,None,2004-02-02,B,
489249,0,0,0,0,None,None,None,2003-09-19,B,
489250,0,0,0,0,0,None,44,2004-02-02,E,
489251,0,0,0,0,None,None,None,2004-02-02,B,
489252,0,1,0,0,1,None,40,2004-02-02,B,Software Industry
489254,0,0,0,0,0,None,72,2004-02-03,G,BFSI
489255,0,0,0,0,2,None,42,2004-02-03,H,Technology
489256,0,0,0,0,None,None,None,2004-02-03,,
489257,0,0,0,0,None,None,None,2004-02-03,D,
489258,0,0,0,0,0,None,52,2004-02-03,B,
489259,0,1,0,0,1,None,46,2004-02-03,E,Software Industry
489261,0,0,0,0,0,None,70,2003-12-11,A,
489264,0,0,0,0,None,None,None,2004-02-03,B,
489266,0,0,0,0,None,None,None,2004-02-03,D,
489267,0,0,0,0,None,None,None,2003-02-08,,
489268,0,0,0,0,None,None,None,2004-02-03,,
489269,0,0,0,0,2,None,45,2004-02-03,B,Others
489270,0,0,0,0,None,None,None,2004-02-03,D,
489271,0,0,0,0,None,None,None,2004-02-03,B,
489272,0,0,0,0,None,None,None,2004-02-03,,
489273,1,0,0,1,0,None,39,2004-02-03,E,
489275,0,0,0,0,None,None,None,2004-02-03,,
489276,0,0,0,0,None,None,None,2004-02-03,,
489277,0,0,0,0,0,None,73,2004-02-03,E,
489278,0,0,0,0,None,None,None,2003-05-02,,
489279,0,0,0,0,None,None,None,2004-02-03,,
489280,0,0,0,0,1,74,47,2004-02-03,E,Consulting
489281,0,0,0,0,None,None,None,2004-02-03,D,
489282,0,0,1,1,0,None,49,2004-02-03,D,Technology
489283,0,0,0,0,0,None,41,2004-02-03,H,Consulting
489285,0,0,0,0,None,None,None,2004-02-03,,
489286,0,0,0,0,None,None,None,2004-02-03,,
489287,0,0,0,0,None,None,None,2004-02-03,,
489289,0,0,0,0,None,None,None,2004-02-03,,
489291,0,0,0,0,None,None,None,2004-02-03,B,
489292,0,0,0,0,None,None,None,2004-02-03,,
489293,0,0,0,0,0,None,72,2004-02-03,E,
489295,0,0,0,0,1,49,50,2004-02-03,C,Others
489296,0,0,0,0,None,None,71,2004-02-03,,
489297,0,0,0,0,None,None,None,2004-02-03,A,
489298,0,0,0,0,1,None,42,2004-02-03,H,Software Industry
489299,0,0,0,0,None,None,None,2004-02-03,B,
489301,0,0,0,0,None,None,None,2003-02-08,F,
489304,0,0,0,0,None,None,None,2004-02-03,D,
489305,0,0,0,0,None,None,None,2004-02-03,F,
489306,0,0,0,0,None,None,None,2004-02-03,B,
489307,0,0,0,0,4,None,42,2003-09-23,B,Consulting
489308,0,0,0,0,None,None,None,2003-02-08,,
489309,0,0,0,0,None,None,None,2004-02-03,,
489310,0,0,0,0,0,None,72,2004-02-03,B,
489311,0,0,0,0,None,None,None,2004-02-03,B,
489312,0,0,0,0,None,None,None,2004-02-03,,
489313,0,0,0,0,None,None,None,2004-02-03,B,
489314,0,0,0,0,2,None,43,2004-02-03,B,Consulting
489315,0,0,0,0,4,None,50,2004-02-03,B,Software Industry
489316,0,1,0,0,0,None,49,2004-02-03,G,
489317,0,1,0,1,2,None,42,2004-02-03,E,
489318,0,0,0,0,None,None,None,2004-02-03,,
489319,0,0,0,0,None,None,None,2004-02-03,,
489320,0,0,0,0,None,None,None,2004-02-03,B,
489321,0,0,0,0,1,80,44,2004-02-03,C,Others
489322,0,0,0,0,None,None,None,2004-02-03,H,
489323,0,0,0,0,None,None,None,2004-02-03,B,
489324,0,0,0,0,None,None,None,2004-02-03,G,
489325,0,0,0,0,0,None,71,2004-02-03,C,
489326,0,0,0,0,None,None,None,2004-02-03,C,
489327,0,0,0,0,None,None,None,2004-02-03,D,
489328,0,0,0,0,None,None,None,2004-02-03,,
489329,0,1,0,0,2,None,44,2004-02-03,D,BFSI
489331,0,0,0,0,None,None,None,2004-02-03,D,
489334,0,0,0,0,None,None,None,2004-02-03,B,
489335,0,0,0,0,None,None,None,2004-02-03,B,
489336,0,0,0,0,None,None,None,2004-02-03,B,
489337,0,0,0,0,None,None,None,2004-02-03,,
489338,0,0,0,0,None,None,None,2004-02-03,,
489339,0,0,0,0,None,None,None,2004-02-03,C,
489340,0,0,0,0,None,None,None,2004-02-03,,
489341,0,0,0,0,None,None,None,2004-02-03,D,
489342,0,0,0,0,None,None,None,2004-02-03,H,
489343,0,0,0,0,None,None,None,2004-02-03,,
489344,0,0,0,0,None,None,None,2004-02-03,,
489345,0,0,0,0,2,None,45,2004-02-03,G,BFSI
489346,0,0,0,0,None,None,None,2004-02-03,,
489347,0,0,0,0,None,None,None,2004-02-03,B,
489348,0,0,0,0,None,None,None,2004-02-03,,
489349,0,0,0,0,None,None,None,2004-02-03,,
489350,0,0,0,0,None,None,None,2004-02-03,B,
489352,0,0,0,0,None,None,None,2004-02-03,,
489353,0,0,0,0,0,None,73,2004-02-03,B,
489354,0,0,0,0,0,None,72,2004-02-03,B,
489355,0,0,0,0,None,None,None,2004-02-03,F,
489357,0,0,0,0,None,None,None,2004-02-03,,
489358,0,0,0,0,None,None,None,2004-02-03,,
489359,0,0,0,0,0,None,43,2004-02-03,B,Technology
489360,0,0,0,0,0,None,48,2004-02-03,B,Consulting
489361,0,0,0,0,None,None,None,2004-02-03,,
489362,0,1,0,1,3,None,47,2004-02-03,D,Health
489363,0,0,0,0,None,None,None,2004-02-03,F,
489364,0,0,0,0,None,None,None,2004-02-03,D,
489365,0,0,0,0,None,None,None,2004-02-03,,
489366,1,1,0,1,2,None,42,2004-02-03,B,Technology
489367,0,0,0,0,None,None,None,2004-02-03,B,
489368,0,1,0,1,0,None,38,2004-02-03,D,Others
489369,0,0,0,0,3,None,41,2004-02-03,D,
489370,0,0,0,0,None,None,None,2004-02-03,,
489371,0,0,0,0,None,None,None,2004-02-03,D,
489372,0,0,0,0,None,None,None,2004-02-03,,
489373,0,0,0,0,None,None,None,2003-09-20,E,
489374,0,0,0,0,None,None,None,2004-02-03,D,
489375,0,0,0,0,0,None,74,2004-02-03,C,
489376,0,0,0,0,None,None,None,2004-02-03,B,
489377,0,0,0,0,None,None,None,2004-02-03,H,
489378,0,0,0,0,None,None,None,2004-02-03,I,
489379,0,0,0,0,0,None,73,2004-02-03,D,
489380,0,0,0,0,None,None,None,2004-02-03,F,
489381,0,0,0,0,None,None,None,2004-02-03,,
489382,0,0,0,0,None,None,None,2004-02-03,D,
489383,0,0,0,0,None,None,None,2004-02-03,F,
489384,0,1,1,1,0,None,44,2004-02-03,H,Others
489385,0,0,0,0,0,None,44,2003-03-27,E,
489386,0,0,0,0,None,None,None,2004-02-03,,
489387,0,0,0,0,None,None,None,2004-02-03,B,
489388,0,0,0,0,None,None,None,2004-02-03,,
489389,0,0,0,1,0,None,38,2004-02-03,F,Education
489391,0,0,0,0,None,None,None,2004-02-03,D,
489392,0,0,0,0,None,None,None,2004-02-03,B,
489393,0,1,0,0,2,None,39,2004-02-03,B,Technology
489394,0,0,0,0,None,None,None,2004-02-03,B,
489395,0,0,0,0,None,None,None,2004-02-03,,
489396,0,0,0,0,None,None,None,2004-02-03,,
489397,0,0,0,0,None,None,None,2004-02-03,,
489398,0,0,0,0,None,None,None,2003-03-06,,
489399,0,1,0,0,0,None,48,2004-02-03,F,Manufacturing
489400,0,0,0,0,None,None,None,2004-02-03,G,
489401,0,1,0,1,0,None,37,2004-02-03,B,
489402,0,0,0,0,None,None,None,2004-02-03,,
489406,0,0,0,0,0,None,72,2004-02-03,H,
489408,0,0,0,0,None,None,None,2004-02-03,I,
489409,0,0,0,0,None,None,None,2004-02-03,I,
489410,0,1,0,1,0,None,39,2003-02-08,C,
489411,0,0,0,0,None,None,None,2004-02-03,,
489412,0,0,0,0,None,None,None,2004-02-03,,
489413,0,0,0,0,0,None,71,2004-02-03,C,
489414,0,0,0,0,None,None,None,2004-02-03,,
489415,0,0,0,0,None,None,None,2004-02-03,D,
489416,0,0,0,0,None,None,None,2004-02-03,,
489417,0,0,0,0,None,None,None,2004-02-03,D,
489418,0,0,0,0,2,None,43,2004-02-03,B,Technology
489419,0,0,0,0,None,None,None,2004-02-03,G,
489420,0,0,0,0,None,None,None,2004-02-03,G,
489421,0,0,0,0,None,None,None,2004-02-03,,
489422,0,0,0,0,None,None,None,2004-02-03,B,
489423,0,0,0,0,1,None,71,2004-02-03,I,Software Industry
489424,0,0,0,0,None,None,None,2004-02-03,B,
489425,0,0,0,0,None,None,None,2004-02-03,,
489427,0,0,0,0,None,None,None,2004-02-03,B,
489428,0,0,0,0,0,None,41,2004-02-03,E,
489429,0,1,0,1,1,None,39,2004-02-03,C,Technology
489430,0,0,0,0,None,None,None,2004-02-03,D,
489431,0,0,0,0,None,None,None,2004-02-03,D,
489432,0,0,0,0,4,None,50,2004-02-04,I,Manufacturing
489433,0,0,0,0,None,None,None,2004-02-04,,
489434,1,1,0,1,1,None,40,2004-02-04,C,Technology
489435,0,0,0,0,None,None,None,2004-02-04,,
489436,0,0,0,0,None,None,None,2004-02-04,,
489438,0,0,0,0,None,None,None,2004-02-04,B,
489441,0,0,0,0,None,None,None,2004-02-04,E,
489442,0,0,0,0,None,None,None,2004-02-04,D,
489445,0,0,0,0,None,None,None,2004-02-04,H,
489446,0,1,0,1,2,None,42,2004-02-04,B,Manufacturing
489447,0,0,0,0,0,None,39,2004-02-04,D,Technology
489448,0,0,0,0,None,None,None,2004-02-04,B,
489449,0,0,0,0,1,None,40,2004-02-04,C,Software Industry
489450,0,0,0,0,None,None,None,2004-02-04,G,
489452,0,0,1,1,0,None,39,2004-02-04,H,
489453,0,0,0,0,None,None,None,2004-02-04,B,
489454,0,0,0,0,None,None,None,2004-02-04,,
489455,0,0,0,0,None,None,None,2004-02-04,G,
489456,0,0,0,0,None,None,None,2004-02-04,B,
489458,0,1,0,1,2,None,42,2004-02-04,I,Consulting
489459,0,0,0,0,2,None,40,2004-02-04,I,Consulting
489460,0,0,0,0,None,None,None,2004-02-04,B,
489461,0,0,0,0,0,None,74,2004-02-04,H,
489462,0,0,0,0,None,None,None,2004-02-04,E,
489463,0,0,0,0,None,None,None,2003-04-01,B,
489464,0,0,0,0,None,None,None,2004-02-04,B,
489465,0,1,0,1,0,None,46,2004-02-04,B,Technology
489466,0,0,0,0,None,None,None,2004-02-04,,
489467,0,1,1,1,4,None,46,2004-02-04,I,Consulting
489468,0,0,0,0,None,None,None,2004-02-04,,
489469,0,0,0,0,None,None,None,2004-02-04,D,
489470,0,0,0,0,6,48,38,2004-02-04,B,Others
489471,0,0,0,0,1,79,None,2004-01-31,H,Consulting
489472,0,0,0,0,None,None,None,2004-02-04,B,
489474,0,0,0,0,0,None,42,2004-02-04,H,
489475,0,0,0,0,None,None,None,2004-02-04,G,
489476,0,0,0,0,None,None,None,2004-02-04,,
489478,0,0,0,0,None,None,None,2004-02-04,D,
489479,0,0,0,0,None,None,None,2004-02-04,,
489480,0,0,0,0,None,None,None,2004-02-04,B,
489482,0,0,0,0,None,None,None,2004-02-04,H,
489483,0,0,0,0,None,None,None,2004-02-04,,
489484,0,0,0,0,None,None,None,2004-02-04,H,
489485,0,0,0,0,None,None,None,2004-02-04,C,
489486,0,1,1,0,1,None,41,2004-02-04,,
489487,0,0,0,0,0,None,41,2004-02-04,B,
489488,0,0,0,0,None,None,None,2004-02-04,H,
489489,0,1,0,0,0,None,43,2004-02-04,D,Consulting
489491,1,1,0,1,2,None,43,2004-02-04,B,Software Industry
489492,0,0,0,0,None,None,None,2004-02-04,E,
489493,0,0,0,0,None,None,None,2004-02-04,,
489494,0,0,0,0,None,None,None,2004-02-04,G,
489495,1,1,0,0,5,None,51,2004-02-04,D,Manufacturing
489496,0,0,0,0,0,None,43,2004-02-04,B,
489498,0,1,0,0,1,None,40,2004-02-04,I,BFSI
489499,0,0,0,0,None,None,None,2004-02-04,,
489501,0,0,0,0,1,None,42,2004-02-04,B,BFSI
489502,0,0,0,0,None,None,None,2004-02-04,,
489503,0,0,0,0,None,None,None,2004-02-04,B,
489504,0,0,0,0,None,None,None,2004-02-04,,
489505,0,0,0,0,None,None,None,2004-02-04,,
489506,0,0,0,0,None,None,None,2004-02-04,,
489508,0,0,0,0,None,None,None,2004-02-04,G,
489509,0,0,0,0,2,None,74,2004-02-04,,
489511,0,0,0,0,None,None,None,2004-02-04,,
489512,0,0,0,0,None,None,None,2004-02-04,I,
489513,0,0,0,0,None,None,None,2004-02-04,,
489514,0,0,0,0,None,None,None,2004-02-04,,
489516,0,0,0,1,0,None,42,2004-02-04,,Technology
489517,0,0,0,0,None,None,72,2004-02-04,D,
489518,0,0,0,0,None,None,None,2004-02-04,F,
489519,0,1,0,1,1,None,51,2003-03-06,D,Others
489520,0,0,0,0,None,None,None,2004-02-04,,
489522,0,0,0,0,None,None,None,2004-02-04,G,
489523,0,0,0,0,0,None,72,2004-02-04,,
489525,0,0,0,0,None,None,None,2004-02-04,D,
489526,0,0,0,0,None,None,None,2004-02-04,I,
489527,0,0,0,0,None,None,None,2004-02-04,I,
489528,1,1,1,1,0,None,46,2004-02-04,D,Technology
489529,0,0,0,0,None,None,None,2004-02-04,D,
489530,0,0,0,0,None,None,None,2004-02-05,,
489531,0,0,0,0,None,None,None,2003-07-04,G,
489532,0,0,0,0,None,None,None,2004-02-05,H,
489533,0,0,0,0,None,None,None,2004-02-05,,
489534,0,0,0,0,None,None,None,2004-02-05,B,
489535,0,0,0,0,None,None,None,2004-02-05,,
489536,0,1,0,0,0,None,53,2004-02-05,B,Software Industry
489538,0,0,0,0,None,None,None,2004-02-05,H,
489539,0,0,0,0,None,None,None,2003-03-24,D,
489540,0,0,0,0,None,None,None,2004-02-05,G,
489541,0,0,0,0,None,None,None,2004-02-05,C,
489542,0,0,0,0,0,None,44,2003-09-12,D,
489544,0,0,0,0,None,None,None,2004-02-05,,
489545,0,0,0,0,0,None,38,2004-02-05,A,
489547,0,0,0,0,None,None,None,2003-10-16,A,
489550,0,0,0,0,None,None,None,2004-02-06,H,
489551,0,0,0,0,None,None,None,2004-02-06,G,
489552,0,0,0,0,None,None,None,2004-02-06,,
489553,0,0,0,0,None,None,None,2004-02-06,,
489554,0,0,0,0,None,None,None,2004-02-06,G,
489555,0,0,0,0,None,None,None,2003-09-18,,
489556,0,1,1,1,1,None,40,2003-09-22,I,Software Industry
489557,1,1,1,1,0,None,44,2004-02-06,H,Others
489558,0,0,0,0,0,None,42,2003-03-06,B,
489559,0,0,0,0,None,None,None,2004-02-06,B,
489560,0,0,0,0,0,None,71,2004-02-06,A,
489561,0,0,0,0,None,None,None,2004-01-30,B,
489562,0,0,0,0,None,None,None,2004-02-06,I,
489563,0,0,0,0,None,None,None,2004-02-06,B,
489564,0,1,0,1,2,None,44,2004-02-06,G,Education
489565,0,1,0,1,1,None,42,2004-02-06,H,Technology
489566,0,0,0,0,None,None,None,2004-02-06,H,
489567,0,0,0,0,None,None,None,2004-02-06,,
489568,0,0,0,0,None,None,None,2004-02-06,G,
489569,0,0,0,0,None,None,None,2004-02-06,D,
489570,0,0,0,0,None,None,None,2004-02-06,B,
489571,0,0,0,0,None,None,None,2004-02-06,G,
489573,0,0,0,0,None,None,None,2004-02-06,,
489574,0,0,0,0,None,None,None,2004-02-06,D,
489575,0,1,1,0,2,None,44,2004-02-06,D,Consulting
489576,0,0,0,0,None,None,None,2004-02-06,,
489577,0,0,0,0,None,None,None,2004-02-06,G,
489578,0,0,0,0,1,69,44,2004-02-06,B,Technology
489579,0,0,0,0,None,None,None,2004-02-07,H,
489580,0,0,0,0,None,None,None,2004-02-07,,
489581,0,0,0,0,None,None,None,2004-02-07,E,
489582,0,0,0,0,None,None,None,2004-02-07,I,
489583,0,0,0,0,0,None,74,2004-02-07,E,
489584,0,0,0,0,None,None,None,2004-02-07,,
489585,0,0,0,0,1,79,41,2004-02-07,C,Software Industry
489586,0,1,0,0,0,None,40,2004-02-07,H,Technology
489587,0,0,0,0,None,None,None,2004-02-07,G,
489588,0,0,0,0,None,None,None,2004-02-07,B,
489589,0,0,0,0,None,None,None,2004-02-07,,
489591,0,0,0,0,4,None,42,2004-02-07,B,Technology
489593,0,0,0,0,None,None,None,2004-02-07,B,
489594,0,0,0,0,None,None,None,2004-02-07,B,
489595,0,0,0,0,None,None,None,2004-02-07,G,
489596,0,0,0,0,None,None,None,2004-02-07,I,
489597,0,0,0,0,None,None,None,2004-02-07,I,
489598,0,0,0,0,None,None,None,2004-02-07,,
489600,0,0,0,0,2,85,42,2004-02-07,I,Others
489602,1,1,1,1,0,None,45,2004-02-07,G,
489603,0,0,0,0,None,None,None,2004-02-07,H,
489604,0,0,0,0,None,None,None,2004-02-07,,
489605,0,0,0,0,None,None,None,2004-02-07,D,
489606,1,0,0,0,0,88,73,2004-02-07,E,Others
489607,0,0,0,0,None,None,None,2004-02-07,D,
489608,0,0,0,0,None,None,None,2004-02-07,H,
489610,0,0,0,0,None,None,None,2004-02-07,B,
489611,0,0,0,0,0,None,71,2003-03-06,H,
489612,0,0,0,0,None,None,None,2004-02-07,D,
489613,0,0,0,0,0,None,71,2004-02-07,C,
489614,0,0,0,0,None,None,None,2004-02-07,,
489615,0,0,0,0,3,86,39,2004-02-07,D,Others
489616,0,0,0,0,None,None,None,2004-02-07,H,
489617,0,0,0,0,3,68,46,2004-02-07,D,Manufacturing
489618,0,0,0,0,None,None,None,2004-02-07,,
489619,0,0,0,0,None,None,None,2004-02-07,E,
489620,0,0,0,0,0,None,47,2004-02-07,B,Software Industry
489621,0,0,0,0,None,None,None,2004-02-07,B,
489622,0,0,0,0,None,None,None,2004-02-07,G,
489623,0,0,0,0,None,None,None,2004-02-07,B,
489624,0,0,0,0,None,None,None,2003-02-08,D,
489625,0,0,0,0,1,68,39,2003-02-08,D,Software Industry
489626,0,0,0,0,None,None,None,2004-02-07,F,
489627,0,0,0,0,None,None,None,2003-02-08,B,
489629,0,0,0,0,None,None,None,2004-02-07,H,
489630,0,0,0,0,None,None,None,2004-02-07,H,
489631,0,0,0,0,None,None,None,2004-02-07,B,
489632,0,0,0,0,None,None,None,2004-02-07,,
489633,0,0,0,0,None,None,None,2004-02-07,B,
489634,0,0,0,0,None,None,None,2004-02-07,B,
489635,0,0,0,0,None,None,None,2004-02-07,C,
489636,0,0,0,0,4,None,43,2004-02-07,B,Technology
489637,0,0,0,0,None,None,None,2003-02-08,,
489639,0,0,0,0,None,None,None,2004-02-07,B,
489640,0,0,0,0,None,None,None,2004-02-07,B,
489641,0,0,0,0,None,None,None,2004-02-07,,
489642,0,1,0,0,0,None,43,2003-08-24,,
489643,0,0,0,0,None,None,None,2004-02-07,D,
489644,0,0,0,0,None,None,None,2004-02-07,D,
489645,0,0,0,0,None,None,None,2004-02-07,F,
489646,0,1,0,0,3,82,42,2004-02-07,G,Education
489647,0,0,0,0,None,None,None,2004-02-07,B,
489648,0,0,0,0,2,None,40,2004-02-07,I,
489649,0,0,0,0,None,None,None,2004-02-07,G,
489650,0,0,0,0,None,None,None,2004-02-07,D,
489651,0,0,0,0,None,None,None,2004-02-07,D,
489652,0,0,0,0,None,None,None,2004-02-07,E,
489654,0,0,0,0,None,None,None,2004-02-07,H,
489656,0,0,0,0,None,None,None,2004-02-08,D,
489657,0,0,0,0,None,None,None,2004-02-08,B,
489658,0,0,0,0,None,None,None,2004-02-08,H,
489659,0,1,0,1,1,None,44,2004-02-08,H,Technology
489660,0,0,0,0,0,None,71,2004-02-08,B,
489661,0,0,0,0,None,None,None,2004-02-08,H,
489662,0,0,0,0,None,None,None,2004-02-08,D,
489663,0,0,0,0,None,None,None,2004-02-08,B,
489664,0,0,0,0,None,None,None,2004-02-08,H,
489665,0,0,0,0,0,None,73,2004-02-08,B,
489666,0,0,0,0,None,None,None,2004-02-08,C,
489667,0,0,0,0,2,None,41,2004-02-08,I,Consulting
489668,0,0,0,0,2,None,46,2004-02-08,B,
489669,0,0,0,0,None,None,None,2004-02-08,G,
489671,0,0,0,0,None,None,None,2004-02-08,B,
489672,0,0,0,0,None,None,None,2004-02-08,H,
489673,0,0,0,0,None,None,None,2004-02-08,,
489674,0,0,0,0,None,None,None,2004-02-08,,
489675,0,0,0,0,None,None,None,2004-02-08,,
489676,0,0,0,0,None,None,None,2004-02-08,B,
489677,0,0,0,0,None,None,None,2004-02-08,,
489678,0,0,0,0,None,None,None,2004-02-08,,
489679,0,0,0,0,4,85,47,2004-02-08,B,Software Industry
489680,0,0,0,0,None,None,None,2004-02-08,B,
489681,0,0,0,0,None,None,None,2004-02-08,B,
489682,0,0,0,0,None,None,None,2003-09-17,B,
489683,0,0,0,0,None,None,None,2004-02-08,,
489684,0,0,0,0,None,None,None,2004-02-08,I,
489685,0,0,0,0,None,None,None,2004-02-08,H,
489686,0,0,0,0,None,None,None,2004-02-08,B,
489687,0,0,0,0,None,None,None,2004-02-08,D,
489689,0,0,0,0,None,None,None,2004-02-08,H,
489690,0,0,0,0,None,None,None,2004-02-08,E,
489691,0,0,0,0,None,None,None,2004-02-08,I,
489692,0,0,0,0,None,None,None,2004-02-08,,
489693,0,0,0,0,0,None,73,2004-02-08,H,
489695,1,1,0,0,1,None,45,2004-02-08,E,Software Industry
489696,0,0,0,0,None,None,None,2004-02-09,C,
489697,0,0,0,0,None,None,None,2004-02-09,,
489698,0,0,0,0,None,None,None,2004-02-09,D,
489700,0,0,0,0,None,None,None,2004-02-10,,
489701,0,0,0,0,None,None,None,2004-02-10,H,
489702,0,0,0,0,None,None,None,2003-02-08,B,
489703,0,0,0,0,1,70,37,2003-03-27,H,Others
489704,0,0,0,0,None,None,None,2004-02-10,B,
489705,0,0,0,0,None,None,None,2004-02-10,B,
489706,0,0,0,0,2,None,51,2004-02-10,H,Consulting
489707,0,0,0,0,2,73.86666667,43,2004-02-10,B,Consulting
489708,0,0,0,0,None,None,None,2004-02-10,I,
489709,0,0,0,0,None,None,None,2004-02-10,,
489710,0,0,0,0,2,None,71,2004-02-10,C,Consulting
489711,0,0,0,0,None,None,None,2004-02-10,D,
489712,0,0,0,0,None,None,None,2004-02-10,B,
489713,0,0,0,0,2,80,38,2004-02-10,B,Technology
489714,0,0,0,0,None,None,None,2004-02-10,D,
489715,0,0,0,0,None,None,None,2004-02-10,A,
489716,0,0,0,0,None,None,None,2004-02-11,D,
489718,1,1,0,0,1,None,40,2004-02-11,C,Technology
489719,0,0,0,0,None,None,None,2004-02-11,H,
489720,0,0,0,0,0,None,71,2004-02-11,D,
489721,1,1,0,1,0,None,41,2004-02-11,I,
489722,0,0,0,0,None,None,None,2004-02-11,H,
489723,0,0,0,0,0,None,42,2004-02-11,B,
489724,0,0,0,0,None,None,None,2004-02-11,,
489725,0,0,0,0,None,None,None,2004-02-11,H,
489727,0,0,0,0,None,None,None,2004-02-11,B,
489728,0,0,0,0,None,None,None,2004-02-11,D,
489729,0,0,0,0,None,None,None,2004-02-11,F,
489730,0,0,0,0,None,None,None,2004-02-11,G,
489731,0,1,0,1,5,None,49,2004-02-11,D,Consulting
489732,1,0,0,0,None,None,55,2004-02-11,A,
489733,0,0,0,0,None,None,None,2004-02-11,H,
489734,0,0,0,0,None,None,None,2004-02-11,I,
489735,0,0,0,0,None,None,None,2003-11-09,I,
489736,0,0,0,0,None,None,None,2004-02-11,B,
489737,0,0,0,0,0,None,74,2004-02-11,H,
489739,0,0,0,0,None,None,None,2004-02-12,D,
489740,0,0,0,0,None,None,None,2004-02-12,E,
489741,0,0,0,0,None,None,None,2004-02-12,B,
489742,0,0,0,0,None,None,None,2004-02-12,I,
489743,0,0,0,0,None,None,None,2004-02-12,,
489744,0,0,0,0,None,None,None,2004-02-12,B,
489745,0,0,0,0,None,None,None,2004-02-12,D,
489746,0,0,0,0,None,None,None,2004-02-12,,
489747,0,0,0,0,0,None,71,2004-02-12,B,
489748,0,0,0,0,None,None,None,2004-02-12,B,
489749,0,0,0,0,None,None,None,2004-02-12,,
489751,0,0,0,0,0,None,73,2004-02-12,B,
489752,0,0,0,0,None,None,None,2004-02-12,H,
489753,0,0,0,0,None,None,None,2004-02-12,B,
489754,0,0,0,0,None,None,None,2004-02-12,H,
489755,0,0,0,0,0,None,36,2004-02-12,H,
489756,0,0,0,0,None,None,None,2004-02-12,E,
489757,0,0,0,0,1,None,44,2004-02-12,H,BFSI
489758,0,0,0,0,None,None,None,2004-02-14,H,
489759,0,0,0,0,0,None,73,2004-02-14,H,
489761,0,0,0,0,1,None,40,2004-02-14,B,Technology
489763,0,1,0,0,0,None,43,2004-02-14,H,Health
489764,0,0,0,0,None,None,None,2004-02-14,G,
489765,0,0,0,0,None,None,None,2004-02-14,H,
489766,0,0,0,0,None,None,None,2004-02-14,G,
489767,0,0,0,0,None,None,None,2004-02-15,B,
489768,0,0,0,0,None,None,None,2004-02-15,H,
489769,0,0,0,0,None,None,None,2004-02-16,H,
489770,0,0,0,0,None,None,None,2004-02-16,D,
489772,0,0,0,0,None,None,None,2004-02-16,B,
489773,0,0,0,0,None,None,None,2004-02-16,D,
489774,0,0,0,0,0,None,46,2004-02-16,D,Others
489775,0,0,0,0,None,None,None,2004-02-16,H,
489776,0,0,0,0,5,82,48,2004-02-16,B,Others
489777,0,0,0,0,0,None,74,2004-02-16,,
489778,0,0,0,0,1,83,40,2004-02-16,E,Consulting
489779,0,0,0,0,None,None,None,2003-10-10,E,
489780,0,0,0,0,None,None,None,2004-02-16,B,
489781,0,0,0,0,1,None,40,2004-02-16,E,
489782,0,0,0,0,None,None,None,2004-02-16,B,
489783,0,0,0,0,None,None,None,2004-02-16,D,
489784,0,0,0,0,None,None,None,2004-02-16,B,
489785,0,0,0,0,None,None,None,2004-02-16,C,
489786,0,0,0,0,None,None,None,2004-02-16,C,
489787,0,0,0,0,3,83,43,2004-02-17,B,Consulting
489788,0,0,0,0,None,None,None,2004-02-17,E,
489790,0,0,0,0,None,None,None,2004-02-18,G,
489791,0,0,0,0,1,None,39,2004-02-18,C,
489792,0,0,0,0,None,None,72,2003-09-18,,
489793,0,0,0,0,None,None,None,2004-02-18,B,
489794,0,0,0,0,None,None,None,2004-02-18,,
489796,1,0,0,1,0,None,38,2004-02-18,I,Others
489797,0,0,0,0,0,None,53,2004-02-18,G,Technology
489798,1,0,0,0,0,None,50,2004-02-19,B,Others
489799,0,0,0,0,None,None,None,2003-03-22,,
489800,0,0,0,0,None,None,None,2004-02-19,,
489801,0,0,0,0,None,None,None,2004-02-19,,
489802,0,0,0,0,None,None,None,2004-02-19,D,
489803,0,0,0,0,None,None,None,2004-02-19,,
489804,0,0,0,0,None,None,None,2004-02-19,,
489805,0,0,0,0,None,None,None,2004-02-19,D,
489807,0,0,0,0,None,None,None,2004-02-20,E,
489808,0,0,0,0,4,None,44,2004-02-20,G,Consulting
